Function,Total Number,N,Execution Time
EC2,19300,310,1.608690
EC2,19300,320,1.689196
EC2,19300,330,1.773383
EC2,19300,340,1.857606
EC2,19300,350,1.943280
EC2,19300,360,2.032915
EC2,19300,370,2.122839
EC2,19300,380,2.215333
EC2,19300,390,2.308528
EC2,19300,400,2.403497
EC2,19300,410,2.500290
EC2,19300,420,2.599182
EC2,19300,430,2.699572
EC2,19300,440,2.802914
EC2,19300,450,2.906645
EC2,19300,460,3.012601
EC2,19300,470,3.122461
EC2,19300,480,3.227561
EC2,19300,490,3.345069
EC2,19300,500,3.450953
EC2,19300,510,3.561280
EC2,19300,520,3.676100
EC2,19300,530,3.792285
EC2,19300,540,3.910440
EC2,19300,550,4.028369
EC2,19300,560,4.152116
EC2,19300,570,4.272496
EC2,19300,580,4.398545
EC2,19300,590,4.520581
EC2,19300,600,4.651578
EC2,19300,610,4.773512
EC2,19300,620,4.907344
EC2,19300,630,5.047465
EC2,19300,640,5.169039
EC2,19300,650,5.298180
EC2,19300,660,5.433893
EC2,19300,670,5.570297
EC2,19300,680,5.711786
EC2,19300,690,5.851922
EC2,19300,700,5.991987
EC2,19300,710,6.133339
EC2,19300,720,6.279007
EC2,19300,730,6.438975
EC2,19300,740,6.615151
EC2,19300,750,6.723889
EC2,19300,760,6.874091
EC2,19300,770,7.024636
EC2,19300,780,7.177998
EC2,19300,790,7.331124
EC2,19300,800,7.543232
EC2,19300,810,7.643823
EC2,19300,820,7.811369
EC2,19300,830,7.960188
EC2,19300,840,8.121767
EC2,19300,850,8.283176
EC2,19300,860,8.444390
EC2,19300,870,8.607856
EC2,19300,880,8.774930
EC2,19300,890,8.949429
EC2,19300,900,9.108462
EC2,19300,910,9.278109
EC2,19300,920,9.449153
EC2,19300,930,9.621255
EC2,19300,940,9.798658
EC2,19300,950,9.973631
EC2,19300,960,10.144118
EC2,19300,970,10.320226
EC2,19300,980,10.496770
EC2,19300,990,10.677091
EC2,19300,1000,10.862583
Main,19300,10,0.848256
Main,19300,20,0.869991
Main,19300,30,0.848944
Main,19300,40,0.851502
Main,19300,50,0.851643
Main,19300,60,0.850840
Main,19300,70,0.852892
Main,19300,80,0.851685
Main,19300,90,0.853094
Main,19300,100,0.857547
Main,19300,110,0.855917
Main,19300,120,0.856461
Main,19300,130,0.857264
Main,19300,140,0.860109
Main,19300,150,0.862592
Main,19300,160,0.861583
Main,19300,170,0.864542
Main,19300,180,0.864594
Main,19300,190,0.864297
Main,19300,200,0.863427
Main,19300,210,0.863622
Main,19300,220,0.864632
Main,19300,230,0.869090
Main,19300,240,0.868563
Main,19300,250,0.868056
Main,19300,260,0.868573
Main,19300,270,0.871855
Main,19300,280,0.871990
Main,19300,290,0.871061
Main,19300,300,0.872822
Main,19300,310,0.872689
Main,19300,320,0.871347
Main,19300,330,0.875245
Main,19300,340,0.872200
Main,19300,350,0.874121
Main,19300,360,0.875303
Main,19300,370,0.876658
Main,19300,380,0.879009
Main,19300,390,0.874124
Main,19300,400,0.875288
Main,19300,410,0.879679
Main,19300,420,0.880680
Main,19300,430,0.879999
Main,19300,440,0.880224
Main,19300,450,0.882081
Main,19300,460,0.882265
Main,19300,470,0.883900
Main,19300,480,0.914781
Main,19300,490,0.884176
Main,19300,500,0.881685
Main,19300,510,0.885160
Main,19300,520,0.886076
Main,19300,530,0.884432
Main,19300,540,0.883572
Main,19300,550,0.882791
Main,19300,560,0.888493
Main,19300,570,0.887351
Main,19300,580,0.887075
Main,19300,590,0.891489
Main,19300,600,0.890210
Main,19300,610,0.887855
Main,19300,620,0.893411
Main,19300,630,0.889482
Main,19300,640,0.889746
Main,19300,650,0.892602
Main,19300,660,0.892092
Main,19300,670,0.895309
Main,19300,680,0.891324
Main,19300,690,0.893784
Main,19300,700,0.895202
Main,19300,710,0.897585
Main,19300,720,0.897130
Main,19300,730,0.901218
Main,19300,740,0.899183
Main,19300,750,0.901619
Main,19300,760,0.900763
Main,19300,770,0.898324
Main,19300,780,0.900653
Main,19300,790,0.899961
Main,19300,800,0.903305
Main,19300,810,0.900340
Main,19300,820,0.902739
Main,19300,830,0.902368
Main,19300,840,0.902763
Main,19300,850,0.904535
Main,19300,860,0.909115
Main,19300,870,0.903662
Main,19300,880,0.902997
Main,19300,890,0.904145
Main,19300,900,0.908693
Main,19300,910,0.906164
Main,19300,920,0.907437
Main,19300,930,0.906586
Main,19300,940,0.912613
Main,19300,950,0.911253
Main,19300,960,0.907392
Main,19300,970,0.909396
Main,19300,980,0.907728
Main,19300,990,0.910964
Main,19300,1000,0.908975
EC2,19400,10,0.187068
EC2,19400,20,0.198492
EC2,19400,30,0.212254
EC2,19400,40,0.229381
EC2,19400,50,0.250150
EC2,19400,60,0.273065
EC2,19400,70,0.295711
EC2,19400,80,0.323492
EC2,19400,90,0.353608
EC2,19400,100,0.386258
EC2,19400,110,0.421460
EC2,19400,120,0.460034
EC2,19400,130,0.500186
EC2,19400,140,0.542478
EC2,19400,150,0.588327
EC2,19400,160,0.635990
EC2,19400,170,0.685858
EC2,19400,180,0.737164
EC2,19400,190,0.791932
EC2,19400,200,0.849239
EC2,19400,210,0.907387
EC2,19400,220,0.967229
EC2,19400,230,1.030509
EC2,19400,240,1.095501
EC2,19400,250,1.162375
EC2,19400,260,1.231179
EC2,19400,270,1.303001
EC2,19400,280,1.375957
EC2,19400,290,1.451805
EC2,19400,300,1.528531
EC2,19400,310,1.608872
EC2,19400,320,1.689962
EC2,19400,330,1.772655
EC2,19400,340,1.858679
EC2,19400,350,1.945445
EC2,19400,360,2.034071
EC2,19400,370,2.125598
EC2,19400,380,2.216564
EC2,19400,390,2.327525
EC2,19400,400,2.407064
EC2,19400,410,2.505262
EC2,19400,420,2.603121
EC2,19400,430,2.704510
EC2,19400,440,2.806513
EC2,19400,450,2.911228
EC2,19400,460,3.015056
EC2,19400,470,3.123108
EC2,19400,480,3.233195
EC2,19400,490,3.342743
EC2,19400,500,3.456323
EC2,19400,510,3.568023
EC2,19400,520,3.686153
EC2,19400,530,3.803156
EC2,19400,540,3.922736
EC2,19400,550,4.042675
EC2,19400,560,4.164984
EC2,19400,570,4.300519
EC2,19400,580,4.412694
EC2,19400,590,4.538985
EC2,19400,600,4.665421
EC2,19400,610,4.794868
EC2,19400,620,4.927570
EC2,19400,630,5.060753
EC2,19400,640,5.194267
EC2,19400,650,5.328651
EC2,19400,660,5.465100
EC2,19400,670,5.603261
EC2,19400,680,5.741044
EC2,19400,690,5.894384
EC2,19400,700,6.024198
EC2,19400,710,6.169063
EC2,19400,720,6.313669
EC2,19400,730,6.459341
EC2,19400,740,6.606819
EC2,19400,750,6.757183
EC2,19400,760,6.907190
EC2,19400,770,7.061471
EC2,19400,780,7.268780
EC2,19400,790,7.366630
EC2,19400,800,7.522881
EC2,19400,810,7.680852
EC2,19400,820,7.838698
EC2,19400,830,8.000886
EC2,19400,840,8.161354
EC2,19400,850,8.332462
EC2,19400,860,8.487102
EC2,19400,870,8.655164
EC2,19400,880,8.823155
EC2,19400,890,8.995749
EC2,19400,900,9.165395
EC2,19400,910,9.337360
EC2,19400,920,9.516377
EC2,19400,930,9.683219
EC2,19400,940,9.860190
EC2,19400,950,10.037197
EC2,19400,960,10.212636
EC2,19400,970,10.391664
EC2,19400,980,10.580155
EC2,19400,990,10.748841
EC2,19400,1000,10.932229
Main,19400,10,0.840219
Main,19400,20,0.847106
Main,19400,30,0.845156
Main,19400,40,0.849017
Main,19400,50,0.848880
Main,19400,60,0.850124
Main,19400,70,0.850297
Main,19400,80,0.857016
Main,19400,90,0.856887
Main,19400,100,0.852651
Main,19400,110,0.855793
Main,19400,120,0.854161
Main,19400,130,0.854758
Main,19400,140,0.856071
Main,19400,150,0.858190
Main,19400,160,0.858821
Main,19400,170,0.861279
Main,19400,180,0.854818
Main,19400,190,0.859776
Main,19400,200,0.857319
Main,19400,210,0.863953
Main,19400,220,0.866822
Main,19400,230,0.886566
Main,19400,240,0.865158
Main,19400,250,0.866484
Main,19400,260,0.867425
Main,19400,270,0.866877
Main,19400,280,0.865436
Main,19400,290,0.869067
Main,19400,300,0.867563
Main,19400,310,0.872610
Main,19400,320,0.873141
Main,19400,330,0.870218
Main,19400,340,0.873535
Main,19400,350,0.873134
Main,19400,360,0.875723
Main,19400,370,0.874261
Main,19400,380,0.875213
Main,19400,390,0.872205
Main,19400,400,0.876074
Main,19400,410,0.871229
Main,19400,420,0.873453
Main,19400,430,0.872629
Main,19400,440,0.875273
Main,19400,450,0.875187
Main,19400,460,0.878158
Main,19400,470,0.878766
Main,19400,480,0.880304
Main,19400,490,0.879525
Main,19400,500,0.881792
Main,19400,510,0.879479
Main,19400,520,0.883202
Main,19400,530,0.880015
Main,19400,540,0.884199
Main,19400,550,0.881494
Main,19400,560,0.884852
Main,19400,570,0.881790
Main,19400,580,0.882233
Main,19400,590,0.882497
Main,19400,600,0.885090
Main,19400,610,0.886147
Main,19400,620,0.890017
Main,19400,630,0.886461
Main,19400,640,0.889658
Main,19400,650,0.895161
Main,19400,660,0.890596
Main,19400,670,0.889294
Main,19400,680,0.969779
Main,19400,690,0.889585
Main,19400,700,0.892175
Main,19400,710,0.892489
Main,19400,720,0.891552
Main,19400,730,0.891398
Main,19400,740,0.893938
Main,19400,750,0.896055
Main,19400,760,0.894491
Main,19400,770,0.893376
Main,19400,780,0.895587
Main,19400,790,0.896250
Main,19400,800,0.893267
Main,19400,810,0.898735
Main,19400,820,0.896512
Main,19400,830,0.894241
Main,19400,840,0.898277
Main,19400,850,0.899290
Main,19400,860,0.902323
Main,19400,870,0.899611
Main,19400,880,0.898233
Main,19400,890,0.900748
Main,19400,900,0.903044
Main,19400,910,0.905466
Main,19400,920,0.902415
Main,19400,930,0.907393
Main,19400,940,0.905733
Main,19400,950,0.904293
Main,19400,960,0.905163
Main,19400,970,0.905698
Main,19400,980,0.907071
Main,19400,990,0.908900
Main,19400,1000,0.910594
EC2,19500,10,0.188699
EC2,19500,20,0.200358
EC2,19500,30,0.214097
EC2,19500,40,0.231414
EC2,19500,50,0.252423
EC2,19500,60,0.275812
EC2,19500,70,0.298646
EC2,19500,80,0.326779
EC2,19500,90,0.357423
EC2,19500,100,0.391070
EC2,19500,110,0.426974
EC2,19500,120,0.465035
EC2,19500,130,0.506277
EC2,19500,140,0.550519
EC2,19500,150,0.596745
EC2,19500,160,0.644338
EC2,19500,170,0.694919
EC2,19500,180,0.765689
EC2,19500,190,0.801337
EC2,19500,200,0.858607
EC2,19500,210,0.917989
EC2,19500,220,0.979587
EC2,19500,230,1.047025
EC2,19500,240,1.128514
EC2,19500,250,1.176051
EC2,19500,260,1.244758
EC2,19500,270,1.316657
EC2,19500,280,1.389444
EC2,19500,290,1.465606
EC2,19500,300,1.542720
EC2,19500,310,1.623020
EC2,19500,320,1.704816
EC2,19500,330,1.788593
EC2,19500,340,1.873697
EC2,19500,350,1.961041
EC2,19500,360,2.050080
EC2,19500,370,2.141229
EC2,19500,380,2.235156
EC2,19500,390,2.330689
EC2,19500,400,2.426977
EC2,19500,410,2.525506
EC2,19500,420,2.625795
EC2,19500,430,2.727981
EC2,19500,440,2.830606
EC2,19500,450,2.935742
EC2,19500,460,3.042230
EC2,19500,470,3.151543
EC2,19500,480,3.263542
EC2,19500,490,3.383687
EC2,19500,500,3.483065
EC2,19500,510,3.601645
EC2,19500,520,3.715058
EC2,19500,530,3.833895
EC2,19500,540,3.954099
EC2,19500,550,4.072509
EC2,19500,560,4.198463
EC2,19500,570,4.320808
EC2,19500,580,4.445431
EC2,19500,590,4.573597
EC2,19500,600,4.700865
EC2,19500,610,4.830227
EC2,19500,620,4.962375
EC2,19500,630,5.106181
EC2,19500,640,5.227882
EC2,19500,650,5.363801
EC2,19500,660,5.502277
EC2,19500,670,5.641183
EC2,19500,680,5.782787
EC2,19500,690,5.925861
EC2,19500,700,6.072063
EC2,19500,710,6.214970
EC2,19500,720,6.361505
EC2,19500,730,6.524913
EC2,19500,740,6.661319
EC2,19500,750,6.814078
EC2,19500,760,6.967268
EC2,19500,770,7.120294
EC2,19500,780,7.277828
EC2,19500,790,7.439166
EC2,19500,800,7.594469
EC2,19500,810,7.761775
EC2,19500,820,7.950778
EC2,19500,830,8.076229
EC2,19500,840,8.238718
EC2,19500,850,8.403711
EC2,19500,860,8.574441
EC2,19500,870,8.735545
EC2,19500,880,8.902651
EC2,19500,890,9.071098
EC2,19500,900,9.239308
EC2,19500,910,9.409640
EC2,19500,920,9.583632
EC2,19500,930,9.756907
EC2,19500,940,9.931627
EC2,19500,950,10.107757
EC2,19500,960,10.284817
EC2,19500,970,10.463560
EC2,19500,980,10.642884
EC2,19500,990,10.822444
EC2,19500,1000,11.008313
Main,19500,10,0.819827
Main,19500,20,0.829265
Main,19500,30,0.831803
Main,19500,40,0.832195
Main,19500,50,0.830152
Main,19500,60,0.830108
Main,19500,70,0.830167
Main,19500,80,0.829901
Main,19500,90,0.836012
Main,19500,100,0.834332
Main,19500,110,0.833150
Main,19500,120,0.832229
Main,19500,130,0.832739
Main,19500,140,0.839557
Main,19500,150,0.834435
Main,19500,160,0.838413
Main,19500,170,0.839220
Main,19500,180,0.837551
Main,19500,190,0.844659
Main,19500,200,0.840009
Main,19500,210,0.846985
Main,19500,220,0.841025
Main,19500,230,0.848302
Main,19500,240,0.846329
Main,19500,250,0.843938
Main,19500,260,0.843644
Main,19500,270,0.849615
Main,19500,280,0.842938
Main,19500,290,0.844180
Main,19500,300,0.844623
Main,19500,310,0.842112
Main,19500,320,0.846889
Main,19500,330,0.848699
Main,19500,340,0.852507
Main,19500,350,0.853238
Main,19500,360,0.853708
Main,19500,370,0.854696
Main,19500,380,0.852835
Main,19500,390,0.856058
Main,19500,400,0.852975
Main,19500,410,0.853068
Main,19500,420,0.852353
Main,19500,430,0.855810
Main,19500,440,0.856456
Main,19500,450,0.859180
Main,19500,460,0.860421
Main,19500,470,0.859758
Main,19500,480,0.858592
Main,19500,490,0.857961
Main,19500,500,0.858518
Main,19500,510,0.855505
Main,19500,520,0.863022
Main,19500,530,0.862632
Main,19500,540,0.863967
Main,19500,550,0.861806
Main,19500,560,0.861160
Main,19500,570,0.861004
Main,19500,580,0.862611
Main,19500,590,0.868361
Main,19500,600,0.863833
Main,19500,610,0.867325
Main,19500,620,0.864941
Main,19500,630,0.869080
Main,19500,640,0.870100
Main,19500,650,0.869238
Main,19500,660,0.867095
Main,19500,670,0.871166
Main,19500,680,0.867664
Main,19500,690,0.870862
Main,19500,700,0.869628
Main,19500,710,0.868320
Main,19500,720,0.873274
Main,19500,730,0.872732
Main,19500,740,0.870726
Main,19500,750,0.869764
Main,19500,760,0.874440
Main,19500,770,0.873638
Main,19500,780,0.874690
Main,19500,790,0.872349
Main,19500,800,0.871168
Main,19500,810,0.873890
Main,19500,820,0.877791
Main,19500,830,0.889846
Main,19500,840,0.875941
Main,19500,850,0.877026
Main,19500,860,0.877881
Main,19500,870,0.881093
Main,19500,880,0.880807
Main,19500,890,0.878965
Main,19500,900,0.877354
Main,19500,910,0.882881
Main,19500,920,0.881027
Main,19500,930,0.880250
Main,19500,940,0.879109
Main,19500,950,0.883737
Main,19500,960,0.878159
Main,19500,970,0.882599
Main,19500,980,0.879794
Main,19500,990,0.886257
Main,19500,1000,0.882220
EC2,19600,10,0.190799
EC2,19600,20,0.202005
EC2,19600,30,0.216784
EC2,19600,40,0.234170
EC2,19600,50,0.254754
EC2,19600,60,0.278404
EC2,19600,70,0.300993
EC2,19600,80,0.328805
EC2,19600,90,0.359362
EC2,19600,100,0.396843
EC2,19600,110,0.427983
EC2,19600,120,0.466376
EC2,19600,130,0.507246
EC2,19600,140,0.550870
EC2,19600,150,0.596799
EC2,19600,160,0.644598
EC2,19600,170,0.696106
EC2,19600,180,0.749407
EC2,19600,190,0.805909
EC2,19600,200,0.864196
EC2,19600,210,0.925193
EC2,19600,220,0.987258
EC2,19600,230,1.051917
EC2,19600,240,1.118388
EC2,19600,250,1.187044
EC2,19600,260,1.257675
EC2,19600,270,1.330151
EC2,19600,280,1.404635
EC2,19600,290,1.480862
EC2,19600,300,1.559669
EC2,19600,310,1.640453
EC2,19600,320,1.722474
EC2,19600,330,1.806889
EC2,19600,340,1.892258
EC2,19600,350,1.979762
EC2,19600,360,2.068505
EC2,19600,370,2.174676
EC2,19600,380,2.253405
EC2,19600,390,2.348953
EC2,19600,400,2.444975
EC2,19600,410,2.542871
EC2,19600,420,2.642162
EC2,19600,430,2.743014
EC2,19600,440,2.846990
EC2,19600,450,2.952783
EC2,19600,460,3.057529
EC2,19600,470,3.165748
EC2,19600,480,3.276445
EC2,19600,490,3.387826
EC2,19600,500,3.501585
EC2,19600,510,3.615694
EC2,19600,520,3.734611
EC2,19600,530,3.852893
EC2,19600,540,3.972977
EC2,19600,550,4.095025
EC2,19600,560,4.232164
EC2,19600,570,4.343896
EC2,19600,580,4.469537
EC2,19600,590,4.598154
EC2,19600,600,4.727689
EC2,19600,610,4.858895
EC2,19600,620,4.991437
EC2,19600,630,5.125514
EC2,19600,640,5.261822
EC2,19600,650,5.398114
EC2,19600,660,5.536052
EC2,19600,670,5.677163
EC2,19600,680,5.832371
EC2,19600,690,5.962223
EC2,19600,700,6.107387
EC2,19600,710,6.254040
EC2,19600,720,6.400318
EC2,19600,730,6.549431
EC2,19600,740,6.700790
EC2,19600,750,6.852669
EC2,19600,760,7.005576
EC2,19600,770,7.170426
EC2,19600,780,7.315819
EC2,19600,790,7.473034
EC2,19600,800,7.630404
EC2,19600,810,7.787932
EC2,19600,820,7.948611
EC2,19600,830,8.109650
EC2,19600,840,8.286404
EC2,19600,850,8.487311
EC2,19600,860,8.602395
EC2,19600,870,8.771475
EC2,19600,880,8.940882
EC2,19600,890,9.110228
EC2,19600,900,9.280965
EC2,19600,910,9.466155
EC2,19600,920,9.627574
EC2,19600,930,9.801109
EC2,19600,940,9.978346
EC2,19600,950,10.154396
EC2,19600,960,10.333309
EC2,19600,970,10.521728
EC2,19600,980,10.691175
EC2,19600,990,10.871275
EC2,19600,1000,11.060744
Main,19600,10,0.808473
Main,19600,20,0.814467
Main,19600,30,0.813168
Main,19600,40,0.817650
Main,19600,50,0.818753
Main,19600,60,0.819644
Main,19600,70,0.817827
Main,19600,80,0.820562
Main,19600,90,0.819259
Main,19600,100,0.822577
Main,19600,110,0.820109
Main,19600,120,0.822445
Main,19600,130,0.822626
Main,19600,140,0.823748
Main,19600,150,0.821389
Main,19600,160,0.829570
Main,19600,170,0.824760
Main,19600,180,0.827885
Main,19600,190,0.826602
Main,19600,200,0.827567
Main,19600,210,0.828562
Main,19600,220,0.826535
Main,19600,230,0.835166
Main,19600,240,0.823397
Main,19600,250,0.830661
Main,19600,260,0.827222
Main,19600,270,0.827968
Main,19600,280,0.835688
Main,19600,290,0.831281
Main,19600,300,0.836603
Main,19600,310,0.834287
Main,19600,320,0.837294
Main,19600,330,0.833045
Main,19600,340,0.834222
Main,19600,350,0.834691
Main,19600,360,0.830815
Main,19600,370,0.838055
Main,19600,380,0.839647
Main,19600,390,0.838415
Main,19600,400,0.843594
Main,19600,410,0.842156
Main,19600,420,0.842617
Main,19600,430,0.846346
Main,19600,440,0.844164
Main,19600,450,0.840690
Main,19600,460,0.845326
Main,19600,470,0.843949
Main,19600,480,0.845205
Main,19600,490,0.845127
Main,19600,500,0.845701
Main,19600,510,0.849285
Main,19600,520,0.846567
Main,19600,530,0.845479
Main,19600,540,0.845696
Main,19600,550,0.849081
Main,19600,560,0.847634
Main,19600,570,0.849691
Main,19600,580,0.854743
Main,19600,590,0.851327
Main,19600,600,0.852898
Main,19600,610,0.852316
Main,19600,620,0.852730
Main,19600,630,0.854842
Main,19600,640,0.854894
Main,19600,650,0.854810
Main,19600,660,0.852206
Main,19600,670,0.858288
Main,19600,680,0.855186
Main,19600,690,0.849385
Main,19600,700,0.858096
Main,19600,710,0.855994
Main,19600,720,0.853133
Main,19600,730,0.858683
Main,19600,740,0.855928
Main,19600,750,0.853109
Main,19600,760,0.859470
Main,19600,770,0.859873
Main,19600,780,0.854366
Main,19600,790,0.858002
Main,19600,800,0.859023
Main,19600,810,0.860427
Main,19600,820,0.859910
Main,19600,830,0.860229
Main,19600,840,0.859241
Main,19600,850,0.858629
Main,19600,860,0.864528
Main,19600,870,0.858131
Main,19600,880,0.860872
Main,19600,890,0.866686
Main,19600,900,0.863336
Main,19600,910,0.865700
Main,19600,920,0.863639
Main,19600,930,0.862439
Main,19600,940,0.867889
Main,19600,950,0.860996
Main,19600,960,0.868370
Main,19600,970,0.866356
Main,19600,980,0.865769
Main,19600,990,0.865641
Main,19600,1000,0.956223
EC2,19700,10,0.193141
EC2,19700,20,0.204594
EC2,19700,30,0.218413
EC2,19700,40,0.236102
EC2,19700,50,0.257524
EC2,19700,60,0.280793
EC2,19700,70,0.302811
EC2,19700,80,0.331401
EC2,19700,90,0.361609
EC2,19700,100,0.394439
EC2,19700,110,0.430505
EC2,19700,120,0.469128
EC2,19700,130,0.511201
EC2,19700,140,0.554325
EC2,19700,150,0.599883
EC2,19700,160,0.649607
EC2,19700,170,0.699421
EC2,19700,180,0.752075
EC2,19700,190,0.807899
EC2,19700,200,0.865941
EC2,19700,210,0.925816
EC2,19700,220,0.986699
EC2,19700,230,1.050826
EC2,19700,240,1.117114
EC2,19700,250,1.184803
EC2,19700,260,1.254984
EC2,19700,270,1.327990
EC2,19700,280,1.403303
EC2,19700,290,1.480797
EC2,19700,300,1.560050
EC2,19700,310,1.641390
EC2,19700,320,1.725272
EC2,19700,330,1.809914
EC2,19700,340,1.896310
EC2,19700,350,1.985206
EC2,19700,360,2.076231
EC2,19700,370,2.168555
EC2,19700,380,2.263091
EC2,19700,390,2.358510
EC2,19700,400,2.455286
EC2,19700,410,2.552912
EC2,19700,420,2.655002
EC2,19700,430,2.756559
EC2,19700,440,2.862633
EC2,19700,450,2.980078
EC2,19700,460,3.077304
EC2,19700,470,3.192114
EC2,19700,480,3.299856
EC2,19700,490,3.413763
EC2,19700,500,3.531370
EC2,19700,510,3.643409
EC2,19700,520,3.762777
EC2,19700,530,3.885916
EC2,19700,540,4.004377
EC2,19700,550,4.130936
EC2,19700,560,4.253310
EC2,19700,570,4.378779
EC2,19700,580,4.506658
EC2,19700,590,4.636404
EC2,19700,600,4.775613
EC2,19700,610,4.896627
EC2,19700,620,5.030046
EC2,19700,630,5.165478
EC2,19700,640,5.302964
EC2,19700,650,5.440299
EC2,19700,660,5.580956
EC2,19700,670,5.723116
EC2,19700,680,5.867011
EC2,19700,690,6.011506
EC2,19700,700,6.157436
EC2,19700,710,6.314988
EC2,19700,720,6.452678
EC2,19700,730,6.602754
EC2,19700,740,6.754410
EC2,19700,750,6.907311
EC2,19700,760,7.060691
EC2,19700,770,7.215336
EC2,19700,780,7.371731
EC2,19700,790,7.570413
EC2,19700,800,7.688307
EC2,19700,810,7.848866
EC2,19700,820,8.010785
EC2,19700,830,8.173214
EC2,19700,840,8.339949
EC2,19700,850,8.506079
EC2,19700,860,8.673660
EC2,19700,870,8.885680
EC2,19700,880,9.012314
EC2,19700,890,9.188151
EC2,19700,900,9.375828
EC2,19700,910,9.536864
EC2,19700,920,9.706703
EC2,19700,930,9.897041
EC2,19700,940,10.061067
EC2,19700,950,10.239310
EC2,19700,960,10.418447
EC2,19700,970,10.597768
EC2,19700,980,10.780716
EC2,19700,990,10.974811
EC2,19700,1000,11.149744
Main,19700,10,0.871124
Main,19700,20,0.876175
Main,19700,30,0.879958
Main,19700,40,0.878561
Main,19700,50,0.881974
Main,19700,60,0.878648
Main,19700,70,0.880623
Main,19700,80,0.882212
Main,19700,90,0.885605
Main,19700,100,0.886958
Main,19700,110,0.886153
Main,19700,120,0.884966
Main,19700,130,0.887174
Main,19700,140,0.887402
Main,19700,150,0.891184
Main,19700,160,0.891395
Main,19700,170,0.892193
Main,19700,180,0.892566
Main,19700,190,0.893327
Main,19700,200,0.896558
Main,19700,210,0.893615
Main,19700,220,0.896909
Main,19700,230,0.893466
Main,19700,240,0.892385
Main,19700,250,0.894319
Main,19700,260,0.898905
Main,19700,270,0.913360
Main,19700,280,0.901754
Main,19700,290,0.898340
Main,19700,300,0.897752
Main,19700,310,0.898605
Main,19700,320,0.904494
Main,19700,330,0.900975
Main,19700,340,0.900328
Main,19700,350,0.900002
Main,19700,360,0.902883
Main,19700,370,0.902816
Main,19700,380,0.904735
Main,19700,390,0.901260
Main,19700,400,0.906428
Main,19700,410,0.903007
Main,19700,420,0.906074
Main,19700,430,0.903784
Main,19700,440,0.906429
Main,19700,450,0.908012
Main,19700,460,0.908496
Main,19700,470,0.907449
Main,19700,480,0.907324
Main,19700,490,0.905035
Main,19700,500,0.910535
Main,19700,510,0.914729
Main,19700,520,0.909189
Main,19700,530,0.906255
Main,19700,540,0.911334
Main,19700,550,0.911643
Main,19700,560,0.914320
Main,19700,570,0.915634
Main,19700,580,0.913337
Main,19700,590,0.912103
Main,19700,600,0.917367
Main,19700,610,0.918128
Main,19700,620,0.917824
Main,19700,630,0.918165
Main,19700,640,0.918995
Main,19700,650,0.918208
Main,19700,660,0.922153
Main,19700,670,0.919744
Main,19700,680,0.916689
Main,19700,690,0.922821
Main,19700,700,0.918465
Main,19700,710,0.926068
Main,19700,720,0.923272
Main,19700,730,0.921927
Main,19700,740,0.924934
Main,19700,750,0.922812
Main,19700,760,0.923164
Main,19700,770,0.919011
Main,19700,780,0.922537
Main,19700,790,0.924881
Main,19700,800,0.928258
Main,19700,810,0.923953
Main,19700,820,0.929137
Main,19700,830,0.929717
Main,19700,840,0.932625
Main,19700,850,0.930749
Main,19700,860,0.930069
Main,19700,870,0.930191
Main,19700,880,0.926107
Main,19700,890,0.927104
Main,19700,900,0.930622
Main,19700,910,0.934175
Main,19700,920,0.933589
Main,19700,930,0.934623
Main,19700,940,0.934701
Main,19700,950,0.937549
Main,19700,960,0.932357
Main,19700,970,0.936858
Main,19700,980,0.934639
Main,19700,990,0.937231
Main,19700,1000,0.940632
EC2,19800,10,0.194673
EC2,19800,20,0.205964
EC2,19800,30,0.220539
EC2,19800,40,0.237439
EC2,19800,50,0.258736
EC2,19800,60,0.282895
EC2,19800,70,0.305623
EC2,19800,80,0.334573
EC2,19800,90,0.366459
EC2,19800,100,0.400351
EC2,19800,110,0.437450
EC2,19800,120,0.478316
EC2,19800,130,0.519804
EC2,19800,140,0.563242
EC2,19800,150,0.611250
EC2,19800,160,0.659996
EC2,19800,170,0.711669
EC2,19800,180,0.764957
EC2,19800,190,0.821393
EC2,19800,200,0.880066
EC2,19800,210,0.957737
EC2,19800,220,1.098003
EC2,19800,230,1.077050
EC2,19800,240,1.134817
EC2,19800,250,1.204861
EC2,19800,260,1.276356
EC2,19800,270,1.349136
EC2,19800,280,1.424220
EC2,19800,290,1.500039
EC2,19800,300,1.579033
EC2,19800,310,1.661553
EC2,19800,320,1.744094
EC2,19800,330,1.830678
EC2,19800,340,1.917744
EC2,19800,350,2.008328
EC2,19800,360,2.099770
EC2,19800,370,2.191128
EC2,19800,380,2.285659
EC2,19800,390,2.381446
EC2,19800,400,2.479778
EC2,19800,410,2.579473
EC2,19800,420,2.682540
EC2,19800,430,2.786506
EC2,19800,440,2.891729
EC2,19800,450,2.998102
EC2,19800,460,3.107722
EC2,19800,470,3.217171
EC2,19800,480,3.329869
EC2,19800,490,3.458141
EC2,19800,500,3.561243
EC2,19800,510,3.678399
EC2,19800,520,3.797188
EC2,19800,530,3.916142
EC2,19800,540,4.038254
EC2,19800,550,4.160615
EC2,19800,560,4.286092
EC2,19800,570,4.412702
EC2,19800,580,4.540049
EC2,19800,590,4.669631
EC2,19800,600,4.799260
EC2,19800,610,4.933595
EC2,19800,620,5.068086
EC2,19800,630,5.213846
