Function,TotalNumber,N,ExecutionTime
Main,8800,120,0.180401
Main,8800,130,0.181509
Main,8800,140,0.182935
Main,8800,150,0.182233
Main,8800,160,0.183025
Main,8800,170,0.182696
Main,8800,180,0.183622
Main,8800,190,0.184277
Main,8800,200,0.184145
Main,8800,210,0.185485
Main,8800,220,0.186449
Main,8800,230,0.186366
Main,8800,240,0.186378
Main,8800,250,0.186267
Main,8800,260,0.186684
Main,8800,270,0.187028
Main,8800,280,0.187951
Main,8800,290,0.187762
Main,8800,300,0.187530
Main,8800,310,0.188416
Main,8800,320,0.188026
Main,8800,330,0.188758
Main,8800,340,0.188452
Main,8800,350,0.188924
Main,8800,360,0.190280
Main,8800,370,0.189438
Main,8800,380,0.190554
Main,8800,390,0.189227
Main,8800,400,0.189696
Main,8800,410,0.190538
Main,8800,420,0.190289
Main,8800,430,0.190787
Main,8800,440,0.191452
Main,8800,450,0.191647
Main,8800,460,0.191963
Main,8800,470,0.190722
Main,8800,480,0.192407
Main,8800,490,0.191751
Main,8800,500,0.192156
Main,8800,510,0.192904
Main,8800,520,0.193431
Main,8800,530,0.192702
Main,8800,540,0.193797
Main,8800,550,0.194433
Main,8800,560,0.193853
Main,8800,570,0.194261
Main,8800,580,0.194077
Main,8800,590,0.194296
Main,8800,600,0.195107
Main,8800,610,0.194755
Main,8800,620,0.195557
Main,8800,630,0.195702
Main,8800,640,0.196216
Main,8800,650,0.195217
Main,8800,660,0.194900
Main,8800,670,0.196745
Main,8800,680,0.195831
Main,8800,690,0.196217
Main,8800,700,0.196897
Main,8800,710,0.197262
Main,8800,720,0.197261
Main,8800,730,0.196896
Main,8800,740,0.197944
Main,8800,750,0.197298
Main,8800,760,0.197897
Main,8800,770,0.198063
Main,8800,780,0.198349
Main,8800,790,0.198396
Main,8800,800,0.199128
Main,8800,810,0.199111
Main,8800,820,0.198786
Main,8800,830,0.199092
Main,8800,840,0.199063
Main,8800,850,0.198936
Main,8800,860,0.199015
Main,8800,870,0.198990
Main,8800,880,0.198972
Main,8800,890,0.198966
Main,8800,900,0.199605
Main,8800,910,0.199658
Main,8800,920,0.200052
Main,8800,930,0.200277
Main,8800,940,0.200853
Main,8800,950,0.200319
Main,8800,960,0.201813
Main,8800,970,0.200897
Main,8800,980,0.201820
Main,8800,990,0.201724
Main,8800,1000,0.202290
EC2,8900,10,0.040693
EC2,8900,20,0.045103
EC2,8900,30,0.050928
EC2,8900,40,0.058038
EC2,8900,50,0.066396
EC2,8900,60,0.075666
EC2,8900,70,0.084797
EC2,8900,80,0.095829
EC2,8900,90,0.107941
EC2,8900,100,0.120956
EC2,8900,110,0.134897
EC2,8900,120,0.149992
EC2,8900,130,0.166084
EC2,8900,140,0.182436
EC2,8900,150,0.200227
EC2,8900,160,0.218891
EC2,8900,170,0.238540
EC2,8900,180,0.258475
EC2,8900,190,0.279492
EC2,8900,200,0.301033
EC2,8900,210,0.323590
EC2,8900,220,0.347182
EC2,8900,230,0.371234
EC2,8900,240,0.395824
EC2,8900,250,0.420930
EC2,8900,260,0.447381
EC2,8900,270,0.473707
EC2,8900,280,0.501200
EC2,8900,290,0.530085
EC2,8900,300,0.558976
EC2,8900,310,0.589261
EC2,8900,320,0.619151
EC2,8900,330,0.650657
EC2,8900,340,0.682051
EC2,8900,350,0.714125
EC2,8900,360,0.746615
EC2,8900,370,0.779957
EC2,8900,380,0.813532
EC2,8900,390,0.862676
EC2,8900,400,0.884530
EC2,8900,410,0.918411
EC2,8900,420,0.954330
EC2,8900,430,0.991467
EC2,8900,440,1.029248
EC2,8900,450,1.066067
EC2,8900,460,1.104445
EC2,8900,470,1.143618
EC2,8900,480,1.183247
EC2,8900,490,1.222946
EC2,8900,500,1.263217
EC2,8900,510,1.304418
EC2,8900,520,1.346014
EC2,8900,530,1.388679
EC2,8900,540,1.431763
EC2,8900,550,1.474727
EC2,8900,560,1.517775
EC2,8900,570,1.561936
EC2,8900,580,1.606756
EC2,8900,590,1.651425
EC2,8900,600,1.696940
EC2,8900,610,1.743089
EC2,8900,620,1.789126
EC2,8900,630,1.835325
EC2,8900,640,1.883483
EC2,8900,650,1.931510
EC2,8900,660,1.979248
EC2,8900,670,2.028224
EC2,8900,680,2.076337
EC2,8900,690,2.126930
EC2,8900,700,2.176380
EC2,8900,710,2.226630
EC2,8900,720,2.276831
EC2,8900,730,2.328201
EC2,8900,740,2.380043
EC2,8900,750,2.431695
EC2,8900,760,2.499532
EC2,8900,770,2.537357
EC2,8900,780,2.590329
EC2,8900,790,2.643891
EC2,8900,800,2.697783
EC2,8900,810,2.753658
EC2,8900,820,2.808093
EC2,8900,830,2.863805
EC2,8900,840,2.920216
EC2,8900,850,2.976829
EC2,8900,860,3.032694
EC2,8900,870,3.089173
EC2,8900,880,3.147067
EC2,8900,890,3.204976
EC2,8900,900,3.262096
EC2,8900,910,3.319831
EC2,8900,920,3.379213
EC2,8900,930,3.438409
EC2,8900,940,3.497499
EC2,8900,950,3.574524
EC2,8900,960,3.619423
EC2,8900,970,3.678065
EC2,8900,980,3.739810
EC2,8900,990,3.802042
EC2,8900,1000,3.862835
Main,8900,10,0.172939
Main,8900,20,0.174640
Main,8900,30,0.174777
Main,8900,40,0.174071
Main,8900,50,0.174387
Main,8900,60,0.175107
Main,8900,70,0.176194
Main,8900,80,0.176459
Main,8900,90,0.175981
Main,8900,100,0.176733
Main,8900,110,0.177015
Main,8900,120,0.176583
Main,8900,130,0.177932
Main,8900,140,0.178088
Main,8900,150,0.178939
Main,8900,160,0.178721
Main,8900,170,0.179557
Main,8900,180,0.179573
Main,8900,190,0.178985
Main,8900,200,0.180243
Main,8900,210,0.180152
Main,8900,220,0.179889
Main,8900,230,0.180899
Main,8900,240,0.181305
Main,8900,250,0.180902
Main,8900,260,0.181527
Main,8900,270,0.181643
Main,8900,280,0.182134
Main,8900,290,0.181653
Main,8900,300,0.182527
Main,8900,310,0.182170
Main,8900,320,0.182819
Main,8900,330,0.183827
Main,8900,340,0.183356
Main,8900,350,0.184359
Main,8900,360,0.184131
Main,8900,370,0.184140
Main,8900,380,0.184963
Main,8900,390,0.185227
Main,8900,400,0.185921
Main,8900,410,0.185496
Main,8900,420,0.185969
Main,8900,430,0.185871
Main,8900,440,0.186316
Main,8900,450,0.187144
Main,8900,460,0.186849
Main,8900,470,0.187128
Main,8900,480,0.187238
Main,8900,490,0.187266
Main,8900,500,0.187619
Main,8900,510,0.188305
Main,8900,520,0.188105
Main,8900,530,0.188321
Main,8900,540,0.189366
Main,8900,550,0.189491
Main,8900,560,0.189185
Main,8900,570,0.189774
Main,8900,580,0.189284
Main,8900,590,0.190766
Main,8900,600,0.190948
Main,8900,610,0.190758
Main,8900,620,0.191371
Main,8900,630,0.191303
Main,8900,640,0.191915
Main,8900,650,0.192545
Main,8900,660,0.191265
Main,8900,670,0.192045
Main,8900,680,0.191806
Main,8900,690,0.191898
Main,8900,700,0.191977
Main,8900,710,0.192587
Main,8900,720,0.192717
Main,8900,730,0.192916
Main,8900,740,0.192404
Main,8900,750,0.192823
Main,8900,760,0.193585
Main,8900,770,0.193459
Main,8900,780,0.193531
Main,8900,790,0.193931
Main,8900,800,0.193808
Main,8900,810,0.195154
Main,8900,820,0.194443
Main,8900,830,0.195011
Main,8900,840,0.195030
Main,8900,850,0.193831
Main,8900,860,0.194277
Main,8900,870,0.194581
Main,8900,880,0.195402
Main,8900,890,0.195879
Main,8900,900,0.195499
Main,8900,910,0.195778
Main,8900,920,0.195908
Main,8900,930,0.196252
Main,8900,940,0.196823
Main,8900,950,0.196300
Main,8900,960,0.196854
Main,8900,970,0.197302
Main,8900,980,0.197293
Main,8900,990,0.196658
Main,8900,1000,0.197327
EC2,9000,10,0.041590
EC2,9000,20,0.045996
EC2,9000,30,0.051839
EC2,9000,40,0.058881
EC2,9000,50,0.067437
EC2,9000,60,0.077045
EC2,9000,70,0.086205
EC2,9000,80,0.097548
EC2,9000,90,0.109718
EC2,9000,100,0.123328
EC2,9000,110,0.137680
EC2,9000,120,0.152326
EC2,9000,130,0.168863
EC2,9000,140,0.186004
EC2,9000,150,0.204112
EC2,9000,160,0.223398
EC2,9000,170,0.242452
EC2,9000,180,0.263054
EC2,9000,190,0.283992
EC2,9000,200,0.306385
EC2,9000,210,0.328780
EC2,9000,220,0.353240
EC2,9000,230,0.376967
EC2,9000,240,0.401754
EC2,9000,250,0.428502
EC2,9000,260,0.465324
EC2,9000,270,0.481861
EC2,9000,280,0.509481
EC2,9000,290,0.539532
EC2,9000,300,0.568012
EC2,9000,310,0.597922
EC2,9000,320,0.628713
EC2,9000,330,0.659406
EC2,9000,340,0.691827
EC2,9000,350,0.724706
EC2,9000,360,0.757668
EC2,9000,370,0.792102
EC2,9000,380,0.826250
EC2,9000,390,0.862059
EC2,9000,400,0.898334
EC2,9000,410,0.934860
EC2,9000,420,0.972417
EC2,9000,430,1.010128
EC2,9000,440,1.048004
EC2,9000,450,1.087010
EC2,9000,460,1.125947
EC2,9000,470,1.164981
EC2,9000,480,1.204976
EC2,9000,490,1.245165
EC2,9000,500,1.286523
EC2,9000,510,1.328071
EC2,9000,520,1.370254
EC2,9000,530,1.412311
EC2,9000,540,1.503434
EC2,9000,550,1.499119
EC2,9000,560,1.544197
EC2,9000,570,1.589447
EC2,9000,580,1.635136
EC2,9000,590,1.681513
EC2,9000,600,1.727921
EC2,9000,610,1.774347
EC2,9000,620,1.822578
EC2,9000,630,1.870648
EC2,9000,640,1.918207
EC2,9000,650,1.967006
EC2,9000,660,2.016366
EC2,9000,670,2.065766
EC2,9000,680,2.117906
EC2,9000,690,2.167128
EC2,9000,700,2.217408
EC2,9000,710,2.283116
EC2,9000,720,2.320100
EC2,9000,730,2.371912
EC2,9000,740,2.424647
EC2,9000,750,2.477763
EC2,9000,760,2.532836
EC2,9000,770,2.587840
EC2,9000,780,2.639771
EC2,9000,790,2.695078
EC2,9000,800,2.750392
EC2,9000,810,2.804885
EC2,9000,820,2.861957
EC2,9000,830,2.917496
EC2,9000,840,2.974854
EC2,9000,850,3.031363
EC2,9000,860,3.091177
EC2,9000,870,3.149015
EC2,9000,880,3.207615
EC2,9000,890,3.266315
EC2,9000,900,3.324169
EC2,9000,910,3.380941
EC2,9000,920,3.449766
EC2,9000,930,3.499199
EC2,9000,940,3.559693
EC2,9000,950,3.620295
EC2,9000,960,3.681326
EC2,9000,970,3.742271
EC2,9000,980,3.804302
EC2,9000,990,3.866461
EC2,9000,1000,3.927750
Main,9000,10,0.181337
Main,9000,20,0.182075
Main,9000,30,0.184055
Main,9000,40,0.182563
Main,9000,50,0.183615
Main,9000,60,0.183935
Main,9000,70,0.183825
Main,9000,80,0.183921
Main,9000,90,0.185262
Main,9000,100,0.184666
Main,9000,110,0.185473
Main,9000,120,0.185900
Main,9000,130,0.185659
Main,9000,140,0.186905
Main,9000,150,0.186957
Main,9000,160,0.186752
Main,9000,170,0.186818
Main,9000,180,0.187984
Main,9000,190,0.188413
Main,9000,200,0.189366
Main,9000,210,0.189303
Main,9000,220,0.189833
Main,9000,230,0.189334
Main,9000,240,0.189855
Main,9000,250,0.189786
Main,9000,260,0.189449
Main,9000,270,0.190690
Main,9000,280,0.189948
Main,9000,290,0.192899
Main,9000,300,0.191137
Main,9000,310,0.191193
Main,9000,320,0.192232
Main,9000,330,0.191952
Main,9000,340,0.192650
Main,9000,350,0.193025
Main,9000,360,0.192471
Main,9000,370,0.193978
Main,9000,380,0.193668
Main,9000,390,0.193605
Main,9000,400,0.193525
Main,9000,410,0.194936
Main,9000,420,0.194123
Main,9000,430,0.194470
Main,9000,440,0.195387
Main,9000,450,0.194763
Main,9000,460,0.197118
Main,9000,470,0.194669
Main,9000,480,0.195097
Main,9000,490,0.196225
Main,9000,500,0.195778
Main,9000,510,0.195785
Main,9000,520,0.197925
Main,9000,530,0.197358
Main,9000,540,0.197446
Main,9000,550,0.198788
Main,9000,560,0.198474
Main,9000,570,0.198346
Main,9000,580,0.198238
Main,9000,590,0.197765
Main,9000,600,0.199621
Main,9000,610,0.199055
Main,9000,620,0.199093
Main,9000,630,0.199302
Main,9000,640,0.199007
Main,9000,650,0.199471
Main,9000,660,0.200341
Main,9000,670,0.199236
Main,9000,680,0.199594
Main,9000,690,0.201086
Main,9000,700,0.200579
Main,9000,710,0.201461
Main,9000,720,0.201955
Main,9000,730,0.202082
Main,9000,740,0.202697
Main,9000,750,0.202368
Main,9000,760,0.202386
Main,9000,770,0.202901
Main,9000,780,0.202801
Main,9000,790,0.202783
Main,9000,800,0.203360
Main,9000,810,0.203634
Main,9000,820,0.203015
Main,9000,830,0.204807
Main,9000,840,0.204731
Main,9000,850,0.205284
Main,9000,860,0.204825
Main,9000,870,0.204308
Main,9000,880,0.206089
Main,9000,890,0.203999
Main,9000,900,0.205363
Main,9000,910,0.205768
Main,9000,920,0.206308
Main,9000,930,0.206161
Main,9000,940,0.206885
Main,9000,950,0.206843
Main,9000,960,0.206968
Main,9000,970,0.206532
Main,9000,980,0.207639
Main,9000,990,0.206608
Main,9000,1000,0.207575
EC2,9100,10,0.042403
EC2,9100,20,0.047068
EC2,9100,30,0.052778
EC2,9100,40,0.060032
EC2,9100,50,0.068520
EC2,9100,60,0.079154
EC2,9100,70,0.087350
EC2,9100,80,0.098682
EC2,9100,90,0.111283
EC2,9100,100,0.124520
EC2,9100,110,0.139106
EC2,9100,120,0.154631
EC2,9100,130,0.171159
EC2,9100,140,0.188347
EC2,9100,150,0.206820
EC2,9100,160,0.226383
EC2,9100,170,0.246041
EC2,9100,180,0.266541
EC2,9100,190,0.288390
EC2,9100,200,0.310878
EC2,9100,210,0.334117
EC2,9100,220,0.358190
EC2,9100,230,0.383391
EC2,9100,240,0.408941
EC2,9100,250,0.435375
EC2,9100,260,0.461972
EC2,9100,270,0.490284
EC2,9100,280,0.518446
EC2,9100,290,0.547866
EC2,9100,300,0.577754
EC2,9100,310,0.608197
EC2,9100,320,0.639263
EC2,9100,330,0.670889
EC2,9100,340,0.703023
EC2,9100,350,0.735872
EC2,9100,360,0.769683
EC2,9100,370,0.804114
EC2,9100,380,0.839141
EC2,9100,390,0.875155
EC2,9100,400,0.910656
EC2,9100,410,0.948025
EC2,9100,420,0.985202
EC2,9100,430,1.023441
EC2,9100,440,1.062135
EC2,9100,450,1.101574
EC2,9100,460,1.140353
EC2,9100,470,1.181193
EC2,9100,480,1.221228
EC2,9100,490,1.262856
EC2,9100,500,1.305232
EC2,9100,510,1.347223
EC2,9100,520,1.389589
EC2,9100,530,1.433233
EC2,9100,540,1.477015
EC2,9100,550,1.521254
EC2,9100,560,1.565833
EC2,9100,570,1.611053
EC2,9100,580,1.656497
EC2,9100,590,1.702276
EC2,9100,600,1.748704
EC2,9100,610,1.795822
EC2,9100,620,1.843687
EC2,9100,630,1.892955
EC2,9100,640,1.940887
EC2,9100,650,1.999653
EC2,9100,660,2.039744
EC2,9100,670,2.089637
EC2,9100,680,2.140542
EC2,9100,690,2.191448
EC2,9100,700,2.243087
EC2,9100,710,2.295576
EC2,9100,720,2.347730
EC2,9100,730,2.401187
EC2,9100,740,2.454272
EC2,9100,750,2.507128
EC2,9100,760,2.560747
EC2,9100,770,2.614930
EC2,9100,780,2.670381
EC2,9100,790,2.725779
EC2,9100,800,2.781585
EC2,9100,810,2.837292
EC2,9100,820,2.895407
EC2,9100,830,2.951204
EC2,9100,840,3.008569
EC2,9100,850,3.066359
EC2,9100,860,3.124827
EC2,9100,870,3.183197
EC2,9100,880,3.253885
EC2,9100,890,3.302908
EC2,9100,900,3.363162
EC2,9100,910,3.422844
EC2,9100,920,3.483120
EC2,9100,930,3.546179
EC2,9100,940,3.605586
EC2,9100,950,3.717448
EC2,9100,960,3.731992
EC2,9100,970,3.792560
EC2,9100,980,3.855139
EC2,9100,990,3.919345
EC2,9100,1000,3.982962
Main,9100,10,0.190829
Main,9100,20,0.191046
Main,9100,30,0.191751
Main,9100,40,0.192727
Main,9100,50,0.192698
Main,9100,60,0.194056
Main,9100,70,0.194499
Main,9100,80,0.194608
Main,9100,90,0.194411
Main,9100,100,0.195144
Main,9100,110,0.194948
Main,9100,120,0.195506
Main,9100,130,0.195690
Main,9100,140,0.196888
Main,9100,150,0.197258
Main,9100,160,0.197245
Main,9100,170,0.197049
Main,9100,180,0.198930
Main,9100,190,0.197693
Main,9100,200,0.197949
Main,9100,210,0.199280
Main,9100,220,0.198252
Main,9100,230,0.199690
Main,9100,240,0.199164
Main,9100,250,0.199748
Main,9100,260,0.200189
Main,9100,270,0.200281
Main,9100,280,0.200584
Main,9100,290,0.201575
Main,9100,300,0.202189
Main,9100,310,0.200688
Main,9100,320,0.201212
Main,9100,330,0.202353
Main,9100,340,0.201887
Main,9100,350,0.202116
Main,9100,360,0.202593
Main,9100,370,0.203127
Main,9100,380,0.202167
Main,9100,390,0.203403
Main,9100,400,0.204565
Main,9100,410,0.204672
Main,9100,420,0.204408
Main,9100,430,0.205371
Main,9100,440,0.204399
Main,9100,450,0.205136
Main,9100,460,0.204235
Main,9100,470,0.205257
Main,9100,480,0.205360
Main,9100,490,0.205922
Main,9100,500,0.206232
Main,9100,510,0.206232
Main,9100,520,0.206389
Main,9100,530,0.206041
Main,9100,540,0.206365
Main,9100,550,0.207876
Main,9100,560,0.207348
Main,9100,570,0.207105
Main,9100,580,0.208076
Main,9100,590,0.207285
Main,9100,600,0.208179
Main,9100,610,0.207620
Main,9100,620,0.207809
Main,9100,630,0.207638
Main,9100,640,0.208004
Main,9100,650,0.209437
Main,9100,660,0.209630
Main,9100,670,0.209675
Main,9100,680,0.210049
Main,9100,690,0.209884
Main,9100,700,0.210075
Main,9100,710,0.209595
Main,9100,720,0.210427
Main,9100,730,0.210741
Main,9100,740,0.210956
Main,9100,750,0.211868
Main,9100,760,0.211131
Main,9100,770,0.211406
Main,9100,780,0.212510
Main,9100,790,0.211648
Main,9100,800,0.211359
Main,9100,810,0.210851
Main,9100,820,0.211691
Main,9100,830,0.212832
Main,9100,840,0.213360
Main,9100,850,0.212612
Main,9100,860,0.212542
Main,9100,870,0.213697
Main,9100,880,0.213671
Main,9100,890,0.214108
Main,9100,900,0.213140
Main,9100,910,0.214375
Main,9100,920,0.214069
Main,9100,930,0.214264
Main,9100,940,0.213831
Main,9100,950,0.214505
Main,9100,960,0.214138
Main,9100,970,0.214724
Main,9100,980,0.214646
Main,9100,990,0.214813
Main,9100,1000,0.215092
EC2,9200,10,0.043263
EC2,9200,20,0.048014
EC2,9200,30,0.054093
EC2,9200,40,0.061774
EC2,9200,50,0.070870
EC2,9200,60,0.081078
EC2,9200,70,0.090276
EC2,9200,80,0.101959
EC2,9200,90,0.114979
EC2,9200,100,0.129092
EC2,9200,110,0.143492
EC2,9200,120,0.159344
EC2,9200,130,0.176090
EC2,9200,140,0.193562
EC2,9200,150,0.212619
EC2,9200,160,0.231685
EC2,9200,170,0.252553
EC2,9200,180,0.273169
EC2,9200,190,0.295428
EC2,9200,200,0.318262
EC2,9200,210,0.341783
EC2,9200,220,0.366567
EC2,9200,230,0.391527
EC2,9200,240,0.417789
EC2,9200,250,0.444703
EC2,9200,260,0.472201
EC2,9200,270,0.500292
EC2,9200,280,0.529646
EC2,9200,290,0.559600
EC2,9200,300,0.590189
EC2,9200,310,0.621855
EC2,9200,320,0.653185
EC2,9200,330,0.685929
EC2,9200,340,0.718789
EC2,9200,350,0.752143
EC2,9200,360,0.786897
EC2,9200,370,0.821652
EC2,9200,380,0.857242
EC2,9200,390,0.893499
EC2,9200,400,0.931165
EC2,9200,410,0.968576
EC2,9200,420,1.006354
EC2,9200,430,1.045175
EC2,9200,440,1.084637
EC2,9200,450,1.124300
EC2,9200,460,1.164373
EC2,9200,470,1.205165
EC2,9200,480,1.246045
EC2,9200,490,1.288784
EC2,9200,500,1.331369
EC2,9200,510,1.374384
EC2,9200,520,1.417608
EC2,9200,530,1.462391
EC2,9200,540,1.506531
EC2,9200,550,1.553237
EC2,9200,560,1.609632
EC2,9200,570,1.644923
EC2,9200,580,1.691772
EC2,9200,590,1.738171
EC2,9200,600,1.787006
EC2,9200,610,1.834692
EC2,9200,620,1.883306
EC2,9200,630,1.932625
EC2,9200,640,1.981061
EC2,9200,650,2.032198
EC2,9200,660,2.081615
EC2,9200,670,2.133105
EC2,9200,680,2.184018
EC2,9200,690,2.235957
EC2,9200,700,2.288028
EC2,9200,710,2.340328
EC2,9200,720,2.394163
EC2,9200,730,2.447170
EC2,9200,740,2.501510
EC2,9200,750,2.556635
EC2,9200,760,2.614080
EC2,9200,770,2.665618
EC2,9200,780,2.721946
EC2,9200,790,2.778841
EC2,9200,800,2.835371
EC2,9200,810,2.891790
EC2,9200,820,2.960104
EC2,9200,830,3.009072
EC2,9200,840,3.068153
EC2,9200,850,3.126765
EC2,9200,860,3.186796
EC2,9200,870,3.245508
EC2,9200,880,3.307744
EC2,9200,890,3.367909
EC2,9200,900,3.427503
EC2,9200,910,3.488054
EC2,9200,920,3.550053
EC2,9200,930,3.611847
EC2,9200,940,3.673601
EC2,9200,950,3.735348
EC2,9200,960,3.799050
EC2,9200,970,3.862268
EC2,9200,980,3.924024
EC2,9200,990,3.997762
EC2,9200,1000,4.052692
Main,9200,10,0.180908
Main,9200,20,0.182713
Main,9200,30,0.182401
Main,9200,40,0.182960
Main,9200,50,0.182695
Main,9200,60,0.183932
Main,9200,70,0.183390
Main,9200,80,0.183216
Main,9200,90,0.184355
Main,9200,100,0.184947
Main,9200,110,0.185884
Main,9200,120,0.186497
Main,9200,130,0.185997
Main,9200,140,0.185709
Main,9200,150,0.186871
Main,9200,160,0.186821
Main,9200,170,0.186853
Main,9200,180,0.187450
Main,9200,190,0.187151
Main,9200,200,0.186527
Main,9200,210,0.187269
Main,9200,220,0.187361
Main,9200,230,0.189117
Main,9200,240,0.188533
Main,9200,250,0.188807
Main,9200,260,0.189533
Main,9200,270,0.189320
Main,9200,280,0.189212
Main,9200,290,0.189208
Main,9200,300,0.189765
Main,9200,310,0.189668
Main,9200,320,0.191576
Main,9200,330,0.191366
Main,9200,340,0.191705
Main,9200,350,0.191871
Main,9200,360,0.192934
Main,9200,370,0.192725
Main,9200,380,0.192797
Main,9200,390,0.193337
Main,9200,400,0.192628
Main,9200,410,0.193372
Main,9200,420,0.194145
Main,9200,430,0.193048
Main,9200,440,0.193112
Main,9200,450,0.193233
Main,9200,460,0.194017
Main,9200,470,0.195147
Main,9200,480,0.195558
Main,9200,490,0.195540
Main,9200,500,0.198761
Main,9200,510,0.194350
Main,9200,520,0.194817
Main,9200,530,0.195231
Main,9200,540,0.195787
Main,9200,550,0.196099
Main,9200,560,0.196376
Main,9200,570,0.197054
Main,9200,580,0.196846
Main,9200,590,0.197063
Main,9200,600,0.197002
Main,9200,610,0.197167
Main,9200,620,0.197540
Main,9200,630,0.197245
Main,9200,640,0.197392
Main,9200,650,0.197358
Main,9200,660,0.197632
Main,9200,670,0.197590
Main,9200,680,0.198829
Main,9200,690,0.197802
Main,9200,700,0.198708
Main,9200,710,0.198834
Main,9200,720,0.199154
Main,9200,730,0.199146
Main,9200,740,0.199379
Main,9200,750,0.199141
Main,9200,760,0.200582
Main,9200,770,0.200008
Main,9200,780,0.200126
Main,9200,790,0.200647
Main,9200,800,0.200567
Main,9200,810,0.201072
Main,9200,820,0.201501
Main,9200,830,0.200601
Main,9200,840,0.201235
Main,9200,850,0.201131
Main,9200,860,0.201941
Main,9200,870,0.200906
Main,9200,880,0.200859
Main,9200,890,0.201297
Main,9200,900,0.201950
Main,9200,910,0.202310
Main,9200,920,0.201638
Main,9200,930,0.202791
Main,9200,940,0.202549
Main,9200,950,0.203377
Main,9200,960,0.202764
Main,9200,970,0.203279
Main,9200,980,0.203382
Main,9200,990,0.201938
Main,9200,1000,0.203901
EC2,9300,10,0.044338
EC2,9300,20,0.049023
EC2,9300,30,0.054983
EC2,9300,40,0.062598
EC2,9300,50,0.071209
EC2,9300,60,0.081283
EC2,9300,70,0.090663
EC2,9300,80,0.102025
EC2,9300,90,0.114885
EC2,9300,100,0.128707
EC2,9300,110,0.143591
EC2,9300,120,0.159269
EC2,9300,130,0.176184
EC2,9300,140,0.194042
EC2,9300,150,0.212307
EC2,9300,160,0.231450
EC2,9300,170,0.252028
EC2,9300,180,0.273376
EC2,9300,190,0.295456
EC2,9300,200,0.318303
EC2,9300,210,0.341648
EC2,9300,220,0.366013
EC2,9300,230,0.391465
EC2,9300,240,0.417480
EC2,9300,250,0.444299
EC2,9300,260,0.471616
EC2,9300,270,0.500005
EC2,9300,280,0.528926
EC2,9300,290,0.558454
EC2,9300,300,0.589206
EC2,9300,310,0.620470
EC2,9300,320,0.652170
EC2,9300,330,0.685044
EC2,9300,340,0.718884
EC2,9300,350,0.753126
EC2,9300,360,0.788445
EC2,9300,370,0.838469
EC2,9300,380,0.860391
EC2,9300,390,0.897254
EC2,9300,400,0.934719
EC2,9300,410,0.972291
EC2,9300,420,1.010742
EC2,9300,430,1.049750
EC2,9300,440,1.089645
EC2,9300,450,1.129456
EC2,9300,460,1.169945
EC2,9300,470,1.210903
EC2,9300,480,1.252825
EC2,9300,490,1.295914
EC2,9300,500,1.338547
EC2,9300,510,1.382040
EC2,9300,520,1.426252
EC2,9300,530,1.470912
EC2,9300,540,1.516549
EC2,9300,550,1.562605
EC2,9300,560,1.608516
EC2,9300,570,1.706816
EC2,9300,580,1.708627
EC2,9300,590,1.751325
EC2,9300,600,1.799837
EC2,9300,610,1.849384
EC2,9300,620,1.898904
EC2,9300,630,1.948555
EC2,9300,640,1.999598
EC2,9300,650,2.050243
EC2,9300,660,2.100793
EC2,9300,670,2.153636
EC2,9300,680,2.205546
EC2,9300,690,2.258345
EC2,9300,700,2.311102
EC2,9300,710,2.364431
EC2,9300,720,2.418152
EC2,9300,730,2.484992
EC2,9300,740,2.527054
EC2,9300,750,2.582524
EC2,9300,760,2.637686
EC2,9300,770,2.693991
EC2,9300,780,2.750024
EC2,9300,790,2.807816
EC2,9300,800,2.864761
EC2,9300,810,2.923556
EC2,9300,820,2.981152
EC2,9300,830,3.040739
EC2,9300,840,3.100359
EC2,9300,850,3.159541
EC2,9300,860,3.220340
EC2,9300,870,3.282679
EC2,9300,880,3.343422
EC2,9300,890,3.404826
EC2,9300,900,3.466317
EC2,9300,910,3.527569
EC2,9300,920,3.589336
EC2,9300,930,3.667762
EC2,9300,940,3.716246
EC2,9300,950,3.780752
EC2,9300,960,3.845649
EC2,9300,970,3.910990
EC2,9300,980,3.977805
EC2,9300,990,4.044530
EC2,9300,1000,4.109677
Main,9300,10,0.198324
Main,9300,20,0.200197
Main,9300,30,0.199685
Main,9300,40,0.201693
Main,9300,50,0.202546
Main,9300,60,0.200893
Main,9300,70,0.203037
Main,9300,80,0.201417
Main,9300,90,0.203360
Main,9300,100,0.203178
Main,9300,110,0.202884
Main,9300,120,0.203797
Main,9300,130,0.202761
Main,9300,140,0.204511
Main,9300,150,0.204372
Main,9300,160,0.205771
Main,9300,170,0.203960
Main,9300,180,0.205039
Main,9300,190,0.205297
Main,9300,200,0.207061
Main,9300,210,0.206742
Main,9300,220,0.207477
Main,9300,230,0.207655
Main,9300,240,0.208133
Main,9300,250,0.208501
Main,9300,260,0.209073
Main,9300,270,0.209306
Main,9300,280,0.209796
Main,9300,290,0.208918
Main,9300,300,0.210339
Main,9300,310,0.210555
Main,9300,320,0.210654
Main,9300,330,0.209899
Main,9300,340,0.211997
Main,9300,350,0.211290
Main,9300,360,0.210974
Main,9300,370,0.212323
Main,9300,380,0.213358
Main,9300,390,0.212183
Main,9300,400,0.213018
Main,9300,410,0.213799
Main,9300,420,0.213995
Main,9300,430,0.214467
Main,9300,440,0.213504
Main,9300,450,0.214361
Main,9300,460,0.213558
Main,9300,470,0.213674
