Function,TotalNumber,N,ExecutionTime
Main,6100,770,0.097949
Main,6100,780,0.097748
Main,6100,790,0.098282
Main,6100,800,0.097908
Main,6100,810,0.098620
Main,6100,820,0.098371
Main,6100,830,0.098648
Main,6100,840,0.098581
Main,6100,850,0.098624
Main,6100,860,0.099132
Main,6100,870,0.098677
Main,6100,880,0.098740
Main,6100,890,0.099131
Main,6100,900,0.098927
Main,6100,910,0.098818
Main,6100,920,0.099106
Main,6100,930,0.099680
Main,6100,940,0.098939
Main,6100,950,0.099417
Main,6100,960,0.099758
Main,6100,970,0.100023
Main,6100,980,0.099592
Main,6100,990,0.100370
Main,6100,1000,0.099718
EC2,6200,10,0.020337
EC2,6200,20,0.023235
EC2,6200,30,0.027204
EC2,6200,40,0.031980
EC2,6200,50,0.037563
EC2,6200,60,0.043786
EC2,6200,70,0.049945
EC2,6200,80,0.056832
EC2,6200,90,0.064821
EC2,6200,100,0.073561
EC2,6200,110,0.082919
EC2,6200,120,0.092474
EC2,6200,130,0.102628
EC2,6200,140,0.113812
EC2,6200,150,0.125191
EC2,6200,160,0.136906
EC2,6200,170,0.150428
EC2,6200,180,0.161831
EC2,6200,190,0.174847
EC2,6200,200,0.188229
EC2,6200,210,0.202248
EC2,6200,220,0.217810
EC2,6200,230,0.232217
EC2,6200,240,0.247853
EC2,6200,250,0.263886
EC2,6200,260,0.280412
EC2,6200,270,0.296836
EC2,6200,280,0.314264
EC2,6200,290,0.331858
EC2,6200,300,0.349693
EC2,6200,310,0.368169
EC2,6200,320,0.387047
EC2,6200,330,0.406277
EC2,6200,340,0.426070
EC2,6200,350,0.446100
EC2,6200,360,0.466708
EC2,6200,370,0.487049
EC2,6200,380,0.508146
EC2,6200,390,0.529919
EC2,6200,400,0.551493
EC2,6200,410,0.573963
EC2,6200,420,0.596544
EC2,6200,430,0.619117
EC2,6200,440,0.656346
EC2,6200,450,0.665667
EC2,6200,460,0.689553
EC2,6200,470,0.713666
EC2,6200,480,0.737786
EC2,6200,490,0.762072
EC2,6200,500,0.786595
EC2,6200,510,0.811427
EC2,6200,520,0.836522
EC2,6200,530,0.862108
EC2,6200,540,0.887684
EC2,6200,550,0.913952
EC2,6200,560,0.939929
EC2,6200,570,0.966602
EC2,6200,580,0.993670
EC2,6200,590,1.020244
EC2,6200,600,1.047276
EC2,6200,610,1.074714
EC2,6200,620,1.102499
EC2,6200,630,1.130796
EC2,6200,640,1.158834
EC2,6200,650,1.187522
EC2,6200,660,1.216154
EC2,6200,670,1.244870
EC2,6200,680,1.273910
EC2,6200,690,1.303455
EC2,6200,700,1.333047
EC2,6200,710,1.362990
EC2,6200,720,1.393208
EC2,6200,730,1.423663
EC2,6200,740,1.455245
EC2,6200,750,1.486737
EC2,6200,760,1.518289
EC2,6200,770,1.549532
EC2,6200,780,1.580893
EC2,6200,790,1.612456
EC2,6200,800,1.644179
EC2,6200,810,1.676427
EC2,6200,820,1.709101
EC2,6200,830,1.741905
EC2,6200,840,1.775063
EC2,6200,850,1.808151
EC2,6200,860,1.841478
EC2,6200,870,1.874262
EC2,6200,880,1.907604
EC2,6200,890,1.940698
EC2,6200,900,1.983448
EC2,6200,910,2.008050
EC2,6200,920,2.042342
EC2,6200,930,2.079230
EC2,6200,940,2.110545
EC2,6200,950,2.145276
EC2,6200,960,2.180223
EC2,6200,970,2.216069
EC2,6200,980,2.251572
EC2,6200,990,2.288049
EC2,6200,1000,2.323340
Main,6200,10,0.082742
Main,6200,20,0.083260
Main,6200,30,0.083379
Main,6200,40,0.083690
Main,6200,50,0.083931
Main,6200,60,0.083964
Main,6200,70,0.084145
Main,6200,80,0.084436
Main,6200,90,0.084822
Main,6200,100,0.084534
Main,6200,110,0.084742
Main,6200,120,0.084580
Main,6200,130,0.085170
Main,6200,140,0.085282
Main,6200,150,0.086144
Main,6200,160,0.086051
Main,6200,170,0.085694
Main,6200,180,0.086222
Main,6200,190,0.086886
Main,6200,200,0.086940
Main,6200,210,0.086830
Main,6200,220,0.087146
Main,6200,230,0.087418
Main,6200,240,0.087167
Main,6200,250,0.087269
Main,6200,260,0.087510
Main,6200,270,0.087982
Main,6200,280,0.087961
Main,6200,290,0.087848
Main,6200,300,0.088413
Main,6200,310,0.088439
Main,6200,320,0.088548
Main,6200,330,0.088344
Main,6200,340,0.088281
Main,6200,350,0.088707
Main,6200,360,0.088886
Main,6200,370,0.088912
Main,6200,380,0.088793
Main,6200,390,0.089143
Main,6200,400,0.089286
Main,6200,410,0.089464
Main,6200,420,0.089850
Main,6200,430,0.089680
Main,6200,440,0.090385
Main,6200,450,0.089683
Main,6200,460,0.090085
Main,6200,470,0.090337
Main,6200,480,0.090928
Main,6200,490,0.090683
Main,6200,500,0.091139
Main,6200,510,0.090420
Main,6200,520,0.090928
Main,6200,530,0.091297
Main,6200,540,0.091513
Main,6200,550,0.092114
Main,6200,560,0.091412
Main,6200,570,0.091331
Main,6200,580,0.091456
Main,6200,590,0.091545
Main,6200,600,0.091899
Main,6200,610,0.092384
Main,6200,620,0.092476
Main,6200,630,0.092236
Main,6200,640,0.092568
Main,6200,650,0.092484
Main,6200,660,0.093792
Main,6200,670,0.134478
Main,6200,680,0.093361
Main,6200,690,0.093202
Main,6200,700,0.093170
Main,6200,710,0.094137
Main,6200,720,0.093250
Main,6200,730,0.093390
Main,6200,740,0.093562
Main,6200,750,0.093660
Main,6200,760,0.093509
Main,6200,770,0.093622
Main,6200,780,0.093803
Main,6200,790,0.094098
Main,6200,800,0.094036
Main,6200,810,0.094127
Main,6200,820,0.094063
Main,6200,830,0.095046
Main,6200,840,0.094079
Main,6200,850,0.094267
Main,6200,860,0.094524
Main,6200,870,0.094629
Main,6200,880,0.095081
Main,6200,890,0.095709
Main,6200,900,0.094833
Main,6200,910,0.094836
Main,6200,920,0.095249
Main,6200,930,0.094850
Main,6200,940,0.095825
Main,6200,950,0.095544
Main,6200,960,0.095692
Main,6200,970,0.095742
Main,6200,980,0.095979
Main,6200,990,0.095679
Main,6200,1000,0.096124
EC2,6300,10,0.020972
EC2,6300,20,0.024023
EC2,6300,30,0.027666
EC2,6300,40,0.032361
EC2,6300,50,0.037973
EC2,6300,60,0.044148
EC2,6300,70,0.049515
EC2,6300,80,0.056960
EC2,6300,90,0.064914
EC2,6300,100,0.073356
EC2,6300,110,0.082486
EC2,6300,120,0.092155
EC2,6300,130,0.103086
EC2,6300,140,0.113468
EC2,6300,150,0.124815
EC2,6300,160,0.136900
EC2,6300,170,0.149300
EC2,6300,180,0.162475
EC2,6300,190,0.175429
EC2,6300,200,0.189350
EC2,6300,210,0.203972
EC2,6300,220,0.218448
EC2,6300,230,0.234093
EC2,6300,240,0.249456
EC2,6300,250,0.265821
EC2,6300,260,0.282820
EC2,6300,270,0.299970
EC2,6300,280,0.317622
EC2,6300,290,0.335224
EC2,6300,300,0.353848
EC2,6300,310,0.372659
EC2,6300,320,0.392385
EC2,6300,330,0.411470
EC2,6300,340,0.431820
EC2,6300,350,0.452412
EC2,6300,360,0.473315
EC2,6300,370,0.494403
EC2,6300,380,0.516844
EC2,6300,390,0.537343
EC2,6300,400,0.559523
EC2,6300,410,0.581829
EC2,6300,420,0.604705
EC2,6300,430,0.627957
EC2,6300,440,0.651353
EC2,6300,450,0.675183
EC2,6300,460,0.699559
EC2,6300,470,0.724276
EC2,6300,480,0.749846
EC2,6300,490,0.775576
EC2,6300,500,0.801643
EC2,6300,510,0.827332
EC2,6300,520,0.853116
EC2,6300,530,0.892334
EC2,6300,540,0.905814
EC2,6300,550,0.932689
EC2,6300,560,0.959509
EC2,6300,570,0.986648
EC2,6300,580,1.014325
EC2,6300,590,1.041869
EC2,6300,600,1.070000
EC2,6300,610,1.098222
EC2,6300,620,1.126477
EC2,6300,630,1.154988
EC2,6300,640,1.183848
EC2,6300,650,1.212603
EC2,6300,660,1.241998
EC2,6300,670,1.271562
EC2,6300,680,1.301529
EC2,6300,690,1.331828
EC2,6300,700,1.362006
EC2,6300,710,1.392823
EC2,6300,720,1.423969
EC2,6300,730,1.455220
EC2,6300,740,1.487091
EC2,6300,750,1.518530
EC2,6300,760,1.550344
EC2,6300,770,1.582455
EC2,6300,780,1.615893
EC2,6300,790,1.647605
EC2,6300,800,1.680328
EC2,6300,810,1.713109
EC2,6300,820,1.746067
EC2,6300,830,1.779322
EC2,6300,840,1.812622
EC2,6300,850,1.846600
EC2,6300,860,1.881404
EC2,6300,870,1.915433
EC2,6300,880,1.950290
EC2,6300,890,1.984532
EC2,6300,900,2.019270
EC2,6300,910,2.054177
EC2,6300,920,2.089784
EC2,6300,930,2.135783
EC2,6300,940,2.159870
EC2,6300,950,2.195703
EC2,6300,960,2.231575
EC2,6300,970,2.267542
EC2,6300,980,2.303582
EC2,6300,990,2.340345
EC2,6300,1000,2.376321
Main,6300,10,0.085148
Main,6300,20,0.085612
Main,6300,30,0.086325
Main,6300,40,0.086305
Main,6300,50,0.086503
Main,6300,60,0.087153
Main,6300,70,0.087529
Main,6300,80,0.087508
Main,6300,90,0.087690
Main,6300,100,0.087931
Main,6300,110,0.087986
Main,6300,120,0.088645
Main,6300,130,0.088838
Main,6300,140,0.088935
Main,6300,150,0.089229
Main,6300,160,0.089067
Main,6300,170,0.089670
Main,6300,180,0.089747
Main,6300,190,0.089770
Main,6300,200,0.089471
Main,6300,210,0.089647
Main,6300,220,0.090350
Main,6300,230,0.090509
Main,6300,240,0.090680
Main,6300,250,0.090437
Main,6300,260,0.091095
Main,6300,270,0.091024
Main,6300,280,0.091231
Main,6300,290,0.091180
Main,6300,300,0.091319
Main,6300,310,0.091286
Main,6300,320,0.091848
Main,6300,330,0.092368
Main,6300,340,0.092136
Main,6300,350,0.092423
Main,6300,360,0.092353
Main,6300,370,0.092093
Main,6300,380,0.092552
Main,6300,390,0.092705
Main,6300,400,0.092456
Main,6300,410,0.092937
Main,6300,420,0.092845
Main,6300,430,0.093207
Main,6300,440,0.092697
Main,6300,450,0.092901
Main,6300,460,0.092946
Main,6300,470,0.093086
Main,6300,480,0.093380
Main,6300,490,0.093214
Main,6300,500,0.093718
Main,6300,510,0.094147
Main,6300,520,0.094192
Main,6300,530,0.093913
Main,6300,540,0.094289
Main,6300,550,0.095023
Main,6300,560,0.095395
Main,6300,570,0.093988
Main,6300,580,0.094528
Main,6300,590,0.094848
Main,6300,600,0.094876
Main,6300,610,0.094810
Main,6300,620,0.094666
Main,6300,630,0.094855
Main,6300,640,0.094870
Main,6300,650,0.095959
Main,6300,660,0.095514
Main,6300,670,0.096191
Main,6300,680,0.095750
Main,6300,690,0.096055
Main,6300,700,0.096616
Main,6300,710,0.096662
Main,6300,720,0.096327
Main,6300,730,0.096874
Main,6300,740,0.096587
Main,6300,750,0.097025
Main,6300,760,0.097145
Main,6300,770,0.097080
Main,6300,780,0.097315
Main,6300,790,0.097739
Main,6300,800,0.097874
Main,6300,810,0.097559
Main,6300,820,0.098365
Main,6300,830,0.097736
Main,6300,840,0.097649
Main,6300,850,0.097955
Main,6300,860,0.097752
Main,6300,870,0.097947
Main,6300,880,0.097321
Main,6300,890,0.098159
Main,6300,900,0.098797
Main,6300,910,0.099022
Main,6300,920,0.098566
Main,6300,930,0.098390
Main,6300,940,0.098352
Main,6300,950,0.098864
Main,6300,960,0.099158
Main,6300,970,0.098867
Main,6300,980,0.100021
Main,6300,990,0.099400
Main,6300,1000,0.099500
EC2,6400,10,0.021532
EC2,6400,20,0.024553
EC2,6400,30,0.028935
EC2,6400,40,0.033902
EC2,6400,50,0.039757
EC2,6400,60,0.046355
EC2,6400,70,0.052598
EC2,6400,80,0.060185
EC2,6400,90,0.068819
EC2,6400,100,0.077613
EC2,6400,110,0.086950
EC2,6400,120,0.097216
EC2,6400,130,0.108009
EC2,6400,140,0.119263
EC2,6400,150,0.130907
EC2,6400,160,0.143141
EC2,6400,170,0.156032
EC2,6400,180,0.169486
EC2,6400,190,0.182852
EC2,6400,200,0.196912
EC2,6400,210,0.211782
EC2,6400,220,0.227108
EC2,6400,230,0.242474
EC2,6400,240,0.258396
EC2,6400,250,0.274638
EC2,6400,260,0.291873
EC2,6400,270,0.308606
EC2,6400,280,0.326253
EC2,6400,290,0.344747
EC2,6400,300,0.362858
EC2,6400,310,0.381763
EC2,6400,320,0.401071
EC2,6400,330,0.420924
EC2,6400,340,0.440926
EC2,6400,350,0.461351
EC2,6400,360,0.482626
EC2,6400,370,0.503920
EC2,6400,380,0.525596
EC2,6400,390,0.547812
EC2,6400,400,0.570524
EC2,6400,410,0.593486
EC2,6400,420,0.616789
EC2,6400,430,0.640999
EC2,6400,440,0.664329
EC2,6400,450,0.688559
EC2,6400,460,0.713450
EC2,6400,470,0.738268
EC2,6400,480,0.763935
EC2,6400,490,0.790222
EC2,6400,500,0.816275
EC2,6400,510,0.842553
EC2,6400,520,0.868879
EC2,6400,530,0.895824
EC2,6400,540,0.923371
EC2,6400,550,0.951079
EC2,6400,560,0.979171
EC2,6400,570,1.007261
EC2,6400,580,1.048809
EC2,6400,590,1.064299
EC2,6400,600,1.093498
EC2,6400,610,1.122844
EC2,6400,620,1.152349
EC2,6400,630,1.182021
EC2,6400,640,1.211795
EC2,6400,650,1.242246
EC2,6400,660,1.273993
EC2,6400,670,1.304058
EC2,6400,680,1.334607
EC2,6400,690,1.366140
EC2,6400,700,1.397757
EC2,6400,710,1.429347
EC2,6400,720,1.461311
EC2,6400,730,1.493308
EC2,6400,740,1.526117
EC2,6400,750,1.557892
EC2,6400,760,1.590476
EC2,6400,770,1.623210
EC2,6400,780,1.656046
EC2,6400,790,1.689176
EC2,6400,800,1.722859
EC2,6400,810,1.756482
EC2,6400,820,1.790097
EC2,6400,830,1.823961
EC2,6400,840,1.858314
EC2,6400,850,1.892767
EC2,6400,860,1.927500
EC2,6400,870,1.965657
EC2,6400,880,1.998471
EC2,6400,890,2.033850
EC2,6400,900,2.069607
EC2,6400,910,2.105196
EC2,6400,920,2.142109
EC2,6400,930,2.177871
EC2,6400,940,2.225753
EC2,6400,950,2.249739
EC2,6400,960,2.286720
EC2,6400,970,2.323854
EC2,6400,980,2.360682
EC2,6400,990,2.398263
EC2,6400,1000,2.435068
Main,6400,10,0.088756
Main,6400,20,0.089432
Main,6400,30,0.089333
Main,6400,40,0.089007
Main,6400,50,0.089936
Main,6400,60,0.090524
Main,6400,70,0.090398
Main,6400,80,0.090280
Main,6400,90,0.090722
Main,6400,100,0.091292
Main,6400,110,0.091009
Main,6400,120,0.091491
Main,6400,130,0.091562
Main,6400,140,0.092074
Main,6400,150,0.091895
Main,6400,160,0.091994
Main,6400,170,0.092150
Main,6400,180,0.092794
Main,6400,190,0.093188
Main,6400,200,0.093470
Main,6400,210,0.093106
Main,6400,220,0.093353
Main,6400,230,0.093354
Main,6400,240,0.093597
Main,6400,250,0.093793
Main,6400,260,0.093960
Main,6400,270,0.094485
Main,6400,280,0.094269
Main,6400,290,0.094626
Main,6400,300,0.094759
Main,6400,310,0.095063
Main,6400,320,0.094814
Main,6400,330,0.095234
Main,6400,340,0.095161
Main,6400,350,0.095418
Main,6400,360,0.095600
Main,6400,370,0.095737
Main,6400,380,0.096004
Main,6400,390,0.096044
Main,6400,400,0.096072
Main,6400,410,0.096533
Main,6400,420,0.095876
Main,6400,430,0.096250
Main,6400,440,0.096507
Main,6400,450,0.096391
Main,6400,460,0.096751
Main,6400,470,0.097021
Main,6400,480,0.096914
Main,6400,490,0.097456
Main,6400,500,0.097857
Main,6400,510,0.097508
Main,6400,520,0.098299
Main,6400,530,0.097651
Main,6400,540,0.097862
Main,6400,550,0.098076
Main,6400,560,0.098089
Main,6400,570,0.098071
Main,6400,580,0.098361
Main,6400,590,0.098406
Main,6400,600,0.098226
Main,6400,610,0.098436
Main,6400,620,0.098588
Main,6400,630,0.098808
Main,6400,640,0.098871
Main,6400,650,0.098595
Main,6400,660,0.098777
Main,6400,670,0.099104
Main,6400,680,0.100611
Main,6400,690,0.099317
Main,6400,700,0.099344
Main,6400,710,0.099572
Main,6400,720,0.099885
Main,6400,730,0.100156
Main,6400,740,0.099471
Main,6400,750,0.099770
Main,6400,760,0.100283
Main,6400,770,0.100212
Main,6400,780,0.100092
Main,6400,790,0.100480
Main,6400,800,0.100189
Main,6400,810,0.100854
Main,6400,820,0.100677
Main,6400,830,0.100627
Main,6400,840,0.101293
Main,6400,850,0.101638
Main,6400,860,0.101488
Main,6400,870,0.101447
Main,6400,880,0.101284
Main,6400,890,0.101374
Main,6400,900,0.101860
Main,6400,910,0.101208
Main,6400,920,0.101699
Main,6400,930,0.101799
Main,6400,940,0.102407
Main,6400,950,0.101904
Main,6400,960,0.102520
Main,6400,970,0.102520
Main,6400,980,0.103193
Main,6400,990,0.102980
Main,6400,1000,0.102752
EC2,6500,10,0.022299
EC2,6500,20,0.025474
EC2,6500,30,0.029570
EC2,6500,40,0.034396
EC2,6500,50,0.040186
EC2,6500,60,0.046773
EC2,6500,70,0.052825
EC2,6500,80,0.060769
EC2,6500,90,0.069139
EC2,6500,100,0.078302
EC2,6500,110,0.088291
EC2,6500,120,0.098441
EC2,6500,130,0.109047
EC2,6500,140,0.120831
EC2,6500,150,0.132419
EC2,6500,160,0.144921
EC2,6500,170,0.157923
EC2,6500,180,0.171554
EC2,6500,190,0.185705
EC2,6500,200,0.200522
EC2,6500,210,0.215400
EC2,6500,220,0.231080
EC2,6500,230,0.246971
EC2,6500,240,0.263841
EC2,6500,250,0.280748
EC2,6500,260,0.298517
EC2,6500,270,0.316453
EC2,6500,280,0.334877
EC2,6500,290,0.353867
EC2,6500,300,0.373250
EC2,6500,310,0.393012
EC2,6500,320,0.412918
EC2,6500,330,0.433083
EC2,6500,340,0.453914
EC2,6500,350,0.475193
EC2,6500,360,0.496901
EC2,6500,370,0.519228
EC2,6500,380,0.541754
EC2,6500,390,0.565146
EC2,6500,400,0.588053
EC2,6500,410,0.611293
EC2,6500,420,0.634942
EC2,6500,430,0.659136
EC2,6500,440,0.683646
EC2,6500,450,0.708612
EC2,6500,460,0.733750
EC2,6500,470,0.759681
EC2,6500,480,0.785619
EC2,6500,490,0.812021
EC2,6500,500,0.838570
EC2,6500,510,0.865625
EC2,6500,520,0.892165
EC2,6500,530,0.920137
EC2,6500,540,0.947582
EC2,6500,550,0.976159
EC2,6500,560,1.004560
EC2,6500,570,1.032702
EC2,6500,580,1.061554
EC2,6500,590,1.090613
EC2,6500,600,1.119914
EC2,6500,610,1.149693
EC2,6500,620,1.179173
EC2,6500,630,1.209515
EC2,6500,640,1.240286
EC2,6500,650,1.271110
EC2,6500,660,1.301941
EC2,6500,670,1.333468
EC2,6500,680,1.364678
EC2,6500,690,1.395998
EC2,6500,700,1.427816
EC2,6500,710,1.459796
EC2,6500,720,1.491532
EC2,6500,730,1.523744
EC2,6500,740,1.556079
EC2,6500,750,1.589101
EC2,6500,760,1.622113
EC2,6500,770,1.655752
EC2,6500,780,1.690329
EC2,6500,790,1.724137
EC2,6500,800,1.757524
EC2,6500,810,1.834409
EC2,6500,820,1.857814
EC2,6500,830,1.861405
EC2,6500,840,1.897319
EC2,6500,850,1.933381
EC2,6500,860,1.968498
EC2,6500,870,2.005926
EC2,6500,880,2.042486
EC2,6500,890,2.078357
EC2,6500,900,2.115250
EC2,6500,910,2.150703
EC2,6500,920,2.187798
EC2,6500,930,2.224729
EC2,6500,940,2.269445
EC2,6500,950,2.300417
EC2,6500,960,2.337679
EC2,6500,970,2.374673
EC2,6500,980,2.412528
EC2,6500,990,2.449478
EC2,6500,1000,2.488416
Main,6500,10,0.095047
Main,6500,20,0.096354
Main,6500,30,0.096008
Main,6500,40,0.096411
Main,6500,50,0.096870
Main,6500,60,0.097145
Main,6500,70,0.097285
Main,6500,80,0.097429
Main,6500,90,0.097439
Main,6500,100,0.097573
Main,6500,110,0.098452
Main,6500,120,0.098683
Main,6500,130,0.098167
Main,6500,140,0.098541
Main,6500,150,0.098843
Main,6500,160,0.099366
Main,6500,170,0.098980
Main,6500,180,0.099387
Main,6500,190,0.100094
Main,6500,200,0.099563
Main,6500,210,0.099931
Main,6500,220,0.100671
Main,6500,230,0.100697
Main,6500,240,0.101579
Main,6500,250,0.100822
Main,6500,260,0.101152
Main,6500,270,0.101439
Main,6500,280,0.101803
Main,6500,290,0.101315
Main,6500,300,0.101800
Main,6500,310,0.101879
Main,6500,320,0.102108
Main,6500,330,0.102422
Main,6500,340,0.102881
Main,6500,350,0.102494
Main,6500,360,0.103053
Main,6500,370,0.102868
Main,6500,380,0.103337
Main,6500,390,0.103550
Main,6500,400,0.103838
Main,6500,410,0.103804
Main,6500,420,0.104123
Main,6500,430,0.104114
Main,6500,440,0.104548
Main,6500,450,0.103963
Main,6500,460,0.104637
Main,6500,470,0.104612
Main,6500,480,0.105399
Main,6500,490,0.105887
Main,6500,500,0.104735
Main,6500,510,0.105156
Main,6500,520,0.105599
Main,6500,530,0.105485
Main,6500,540,0.105827
Main,6500,550,0.105466
Main,6500,560,0.106056
Main,6500,570,0.106039
Main,6500,580,0.105841
Main,6500,590,0.106179
Main,6500,600,0.106200
Main,6500,610,0.106495
Main,6500,620,0.106502
Main,6500,630,0.106621
Main,6500,640,0.106990
Main,6500,650,0.106711
Main,6500,660,0.107083
Main,6500,670,0.107195
Main,6500,680,0.107159
Main,6500,690,0.107078
Main,6500,700,0.107433
Main,6500,710,0.107299
Main,6500,720,0.107569
Main,6500,730,0.107846
Main,6500,740,0.107602
Main,6500,750,0.107993
Main,6500,760,0.107865
Main,6500,770,0.107565
Main,6500,780,0.109392
Main,6500,790,0.108405
Main,6500,800,0.108122
Main,6500,810,0.108357
Main,6500,820,0.108487
Main,6500,830,0.109695
Main,6500,840,0.108428
Main,6500,850,0.109161
Main,6500,860,0.109064
Main,6500,870,0.109155
Main,6500,880,0.109495
Main,6500,890,0.109565
Main,6500,900,0.112249
Main,6500,910,0.109021
Main,6500,920,0.109023
Main,6500,930,0.109793
Main,6500,940,0.109845
Main,6500,950,0.109330
Main,6500,960,0.109906
Main,6500,970,0.110263
Main,6500,980,0.110116
Main,6500,990,0.110302
Main,6500,1000,0.110478
EC2,6600,10,0.022868
EC2,6600,20,0.026194
EC2,6600,30,0.030132
EC2,6600,40,0.035213
EC2,6600,50,0.041252
EC2,6600,60,0.048027
EC2,6600,70,0.054761
EC2,6600,80,0.062049
EC2,6600,90,0.070804
EC2,6600,100,0.080108
EC2,6600,110,0.089874
EC2,6600,120,0.100358
EC2,6600,130,0.111372
EC2,6600,140,0.123127
EC2,6600,150,0.135577
EC2,6600,160,0.148271
EC2,6600,170,0.161256
EC2,6600,180,0.175285
EC2,6600,190,0.189618
EC2,6600,200,0.204332
EC2,6600,210,0.219644
EC2,6600,220,0.235551
EC2,6600,230,0.251984
EC2,6600,240,0.268826
EC2,6600,250,0.286051
EC2,6600,260,0.303933
EC2,6600,270,0.322153
EC2,6600,280,0.340875
EC2,6600,290,0.359881
EC2,6600,300,0.379416
EC2,6600,310,0.399602
EC2,6600,320,0.420242
EC2,6600,330,0.441299
EC2,6600,340,0.462748
EC2,6600,350,0.484750
EC2,6600,360,0.506861
EC2,6600,370,0.529737
EC2,6600,380,0.552172
EC2,6600,390,0.575907
EC2,6600,400,0.599490
EC2,6600,410,0.623745
EC2,6600,420,0.648170
EC2,6600,430,0.673101
EC2,6600,440,0.698363
EC2,6600,450,0.723731
EC2,6600,460,0.749433
EC2,6600,470,0.775286
EC2,6600,480,0.801737
EC2,6600,490,0.828400
EC2,6600,500,0.855554
EC2,6600,510,0.882932
EC2,6600,520,0.910678
EC2,6600,530,0.938837
EC2,6600,540,0.966667
EC2,6600,550,0.995778
EC2,6600,560,1.024832
EC2,6600,570,1.067594
EC2,6600,580,1.084660
EC2,6600,590,1.114825
EC2,6600,600,1.144971
EC2,6600,610,1.175044
EC2,6600,620,1.205667
EC2,6600,630,1.236469
EC2,6600,640,1.267952
EC2,6600,650,1.299287
EC2,6600,660,1.330569
EC2,6600,670,1.362886
EC2,6600,680,1.395637
EC2,6600,690,1.427497
EC2,6600,700,1.459826
EC2,6600,710,1.492810
EC2,6600,720,1.525612
EC2,6600,730,1.559704
EC2,6600,740,1.593409
EC2,6600,750,1.627309
EC2,6600,760,1.661081
EC2,6600,770,1.695218
EC2,6600,780,1.729583
EC2,6600,790,1.764218
EC2,6600,800,1.799261
EC2,6600,810,1.834950
EC2,6600,820,1.870811
EC2,6600,830,1.906318
EC2,6600,840,1.942811
EC2,6600,850,1.979024
EC2,6600,860,2.015379
EC2,6600,870,2.052594
EC2,6600,880,2.089388
EC2,6600,890,2.126432
EC2,6600,900,2.163839
EC2,6600,910,2.202131
EC2,6600,920,2.240202
EC2,6600,930,2.290747
EC2,6600,940,2.316775
EC2,6600,950,2.356780
EC2,6600,960,2.394279
EC2,6600,970,2.433538
EC2,6600,980,2.472927
EC2,6600,990,2.513068
EC2,6600,1000,2.552217
Main,6600,10,0.101043
Main,6600,20,0.101002
Main,6600,30,0.101091
Main,6600,40,0.101631
Main,6600,50,0.102024
Main,6600,60,0.102530
Main,6600,70,0.102537
Main,6600,80,0.102633
Main,6600,90,0.102789
Main,6600,100,0.102308
Main,6600,110,0.102850
Main,6600,120,0.102708
Main,6600,130,0.103002
Main,6600,140,0.104160
Main,6600,150,0.103590
Main,6600,160,0.104068
Main,6600,170,0.104136
Main,6600,180,0.103874
Main,6600,190,0.104323
Main,6600,200,0.104638
Main,6600,210,0.104831
Main,6600,220,0.105083
Main,6600,230,0.105344
Main,6600,240,0.105431
Main,6600,250,0.105763
Main,6600,260,0.105738
Main,6600,270,0.106532
Main,6600,280,0.106894
Main,6600,290,0.106216
Main,6600,300,0.106706
Main,6600,310,0.106803
Main,6600,320,0.106769
Main,6600,330,0.107190
Main,6600,340,0.107281
Main,6600,350,0.107181
Main,6600,360,0.107443
Main,6600,370,0.107825
Main,6600,380,0.108003
Main,6600,390,0.108568
Main,6600,400,0.107690
Main,6600,410,0.108623
Main,6600,420,0.108625
Main,6600,430,0.108495
Main,6600,440,0.109115
Main,6600,450,0.108892
Main,6600,460,0.109330
Main,6600,470,0.108966
Main,6600,480,0.109551
Main,6600,490,0.109696
Main,6600,500,0.109965
Main,6600,510,0.110290
Main,6600,520,0.110514
Main,6600,530,0.110832
Main,6600,540,0.111042
Main,6600,550,0.110881
Main,6600,560,0.111709
Main,6600,570,0.111008
Main,6600,580,0.111620
Main,6600,590,0.111938
Main,6600,600,0.111553
Main,6600,610,0.111744
Main,6600,620,0.111501
Main,6600,630,0.111633
Main,6600,640,0.111893
Main,6600,650,0.112561
Main,6600,660,0.112335
Main,6600,670,0.112601
Main,6600,680,0.112442
Main,6600,690,0.113110
Main,6600,700,0.113359
Main,6600,710,0.113001
Main,6600,720,0.112934
Main,6600,730,0.113718
Main,6600,740,0.113049
Main,6600,750,0.114070
Main,6600,760,0.113479
Main,6600,770,0.113929
Main,6600,780,0.113816
Main,6600,790,0.114047
Main,6600,800,0.113936
Main,6600,810,0.113970
Main,6600,820,0.113973
Main,6600,830,0.114140
Main,6600,840,0.114735
Main,6600,850,0.114729
Main,6600,860,0.114508
Main,6600,870,0.114754
Main,6600,880,0.114512
Main,6600,890,0.114823
Main,6600,900,0.115185
Main,6600,910,0.115367
Main,6600,920,0.115065
Main,6600,930,0.115388
Main,6600,940,0.115434
Main,6600,950,0.115512
Main,6600,960,0.115602
Main,6600,970,0.115524
Main,6600,980,0.116528
Main,6600,990,0.116887
Main,6600,1000,0.115690
EC2,6700,10,0.023578
EC2,6700,20,0.026809
EC2,6700,30,0.031305
EC2,6700,40,0.035934
EC2,6700,50,0.041946
EC2,6700,60,0.048837
EC2,6700,70,0.055019
EC2,6700,80,0.063207
EC2,6700,90,0.071782
EC2,6700,100,0.081134
EC2,6700,110,0.091160
