Function,Total Number,N,Execution Time
Main,200,110,0.000489
Main,200,110,0.010201
Main,200,120,0.009053
Main,200,120,0.006309
Main,200,120,0.008559
Main,200,120,0.005655
Main,200,120,0.000477
Main,200,130,0.003933
Main,200,130,0.013396
Main,200,130,0.010421
Main,200,130,0.009918
Main,200,130,0.008485
Main,200,140,0.008161
Main,200,140,0.010358
Main,200,140,0.004166
Main,200,140,0.003620
Main,200,140,0.009017
Main,200,150,0.003761
Main,200,150,0.009569
Main,200,150,0.006361
Main,200,150,0.004314
Main,200,150,0.008024
Main,200,160,0.005756
Main,200,160,0.008000
Main,200,160,0.003619
Main,200,160,0.000496
Main,200,160,0.010754
Main,200,170,0.013678
Main,200,170,0.012720
Main,200,170,0.011600
Main,200,170,0.009237
Main,200,170,0.001930
Main,200,180,0.003718
Main,200,180,0.001933
Main,200,180,0.013840
Main,200,180,0.013913
Main,200,180,0.012382
Main,200,190,0.011942
Main,200,190,0.004099
Main,200,190,0.015024
Main,200,190,0.011731
Main,200,190,0.008920
Main,200,200,0.003973
Main,200,200,0.011141
Main,200,200,0.000495
Main,200,200,0.002166
Main,200,200,0.001942
EC2,300,10,0.014702
EC2,300,10,0.010978
EC2,300,10,0.007401
EC2,300,10,0.007974
EC2,300,10,0.009032
EC2,300,20,0.005011
EC2,300,20,0.003986
EC2,300,20,0.005066
EC2,300,20,0.003612
EC2,300,20,0.000733
EC2,300,30,0.005106
EC2,300,30,0.000536
EC2,300,30,0.006007
EC2,300,30,0.004844
EC2,300,30,0.006717
EC2,300,40,0.004309
EC2,300,40,0.005859
EC2,300,40,0.004879
EC2,300,40,0.005963
EC2,300,40,0.004777
EC2,300,50,0.000580
EC2,300,50,0.006820
EC2,300,50,0.004232
EC2,300,50,0.005262
EC2,300,50,0.002159
EC2,300,60,0.003966
EC2,300,60,0.000721
EC2,300,60,0.007356
EC2,300,60,0.006203
EC2,300,60,0.000670
EC2,300,70,0.009348
EC2,300,70,0.009192
EC2,300,70,0.007655
EC2,300,70,0.005078
EC2,300,70,0.007115
EC2,300,80,0.013610
EC2,300,80,0.005367
EC2,300,80,0.004586
EC2,300,80,0.006756
EC2,300,80,0.004492
EC2,300,90,0.006981
EC2,300,90,0.005302
EC2,300,90,0.004446
EC2,300,90,0.007130
EC2,300,90,0.005374
EC2,300,100,0.000906
EC2,300,100,0.002158
EC2,300,100,0.006948
EC2,300,100,0.005570
EC2,300,100,0.000887
EC2,300,110,0.002334
EC2,300,110,0.005314
EC2,300,110,0.005282
EC2,300,110,0.004900
EC2,300,110,0.007960
EC2,300,120,0.008815
EC2,300,120,0.007851
EC2,300,120,0.008063
EC2,300,120,0.007868
EC2,300,120,0.006660
EC2,300,130,0.006422
EC2,300,130,0.005874
EC2,300,130,0.005758
EC2,300,130,0.008619
EC2,300,130,0.005665
EC2,300,140,0.005773
EC2,300,140,0.004523
EC2,300,140,0.004841
EC2,300,140,0.009652
EC2,300,140,0.007937
EC2,300,150,0.007806
EC2,300,150,0.002481
EC2,300,150,0.009340
EC2,300,150,0.017083
EC2,300,150,0.020752
EC2,300,160,0.017286
EC2,300,160,0.013485
EC2,300,160,0.019645
EC2,300,160,0.010196
EC2,300,160,0.014077
EC2,300,170,0.017733
EC2,300,170,0.017338
EC2,300,170,0.016381
EC2,300,170,0.011563
EC2,300,170,0.020862
EC2,300,180,0.013431
EC2,300,180,0.011178
EC2,300,180,0.015214
EC2,300,180,0.016921
EC2,300,180,0.015845
EC2,300,190,0.013773
EC2,300,190,0.013460
EC2,300,190,0.023339
EC2,300,190,0.040500
EC2,300,190,0.018047
EC2,300,200,0.016137
EC2,300,200,0.017538
EC2,300,200,0.016167
EC2,300,200,0.012360
EC2,300,200,0.022389
EC2,300,210,0.015868
EC2,300,210,0.014055
EC2,300,210,0.014022
EC2,300,210,0.012495
EC2,300,210,0.015998
EC2,300,220,0.038050
EC2,300,220,0.020718
EC2,300,220,0.015589
EC2,300,220,0.022979
EC2,300,220,0.020133
EC2,300,230,0.014954
EC2,300,230,0.022367
EC2,300,230,0.017256
EC2,300,230,0.017942
EC2,300,230,0.012183
EC2,300,240,0.012157
EC2,300,240,0.017762
EC2,300,240,0.012577
EC2,300,240,0.021408
EC2,300,240,0.013302
EC2,300,250,0.015113
EC2,300,250,0.017691
EC2,300,250,0.022098
EC2,300,250,0.013876
EC2,300,250,0.023305
EC2,300,260,0.018708
EC2,300,260,0.016537
EC2,300,260,0.014663
EC2,300,260,0.031713
EC2,300,260,0.020379
EC2,300,270,0.013947
EC2,300,270,0.013908
EC2,300,270,0.014323
EC2,300,270,0.026838
EC2,300,270,0.019666
EC2,300,280,0.019654
EC2,300,280,0.024789
EC2,300,280,0.015682
EC2,300,280,0.015145
EC2,300,280,0.030503
EC2,300,290,0.021193
EC2,300,290,0.021146
EC2,300,290,0.021935
EC2,300,290,0.016675
EC2,300,290,0.014818
EC2,300,300,0.015851
EC2,300,300,0.015407
EC2,300,300,0.026315
EC2,300,300,0.023229
EC2,300,300,0.014229
Main,300,10,0.017893
Main,300,10,0.018816
Main,300,10,0.014127
Main,300,10,0.015422
Main,300,10,0.007379
Main,300,20,0.007254
Main,300,20,0.011109
Main,300,20,0.004257
Main,300,20,0.004823
Main,300,20,0.009967
Main,300,30,0.000602
Main,300,30,0.000596
Main,300,30,0.000594
Main,300,30,0.011278
Main,300,30,0.006934
Main,300,40,0.010982
Main,300,40,0.000659
Main,300,40,0.012687
Main,300,40,0.001950
Main,300,40,0.012134
Main,300,50,0.008649
Main,300,50,0.002262
Main,300,50,0.004865
Main,300,50,0.000646
Main,300,50,0.000583
Main,300,60,0.009162
Main,300,60,0.014037
Main,300,60,0.013611
Main,300,60,0.010038
Main,300,60,0.010493
Main,300,70,0.012157
Main,300,70,0.015978
Main,300,70,0.012159
Main,300,70,0.009160
Main,300,70,0.012437
Main,300,80,0.008674
Main,300,80,0.006718
Main,300,80,0.004285
Main,300,80,0.009993
Main,300,80,0.010872
Main,300,90,0.008801
Main,300,90,0.009360
Main,300,90,0.000585
Main,300,90,0.009523
Main,300,90,0.009708
Main,300,100,0.009670
Main,300,100,0.008789
Main,300,100,0.012958
Main,300,100,0.006614
Main,300,100,0.004695
Main,300,110,0.004216
Main,300,110,0.008326
Main,300,110,0.006443
Main,300,110,0.011520
Main,300,110,0.012404
Main,300,120,0.004695
Main,300,120,0.002519
Main,300,120,0.010931
Main,300,120,0.012692
Main,300,120,0.012720
Main,300,130,0.013499
Main,300,130,0.008775
Main,300,130,0.009481
Main,300,130,0.009673
Main,300,130,0.011047
Main,300,140,0.010510
Main,300,140,0.011637
Main,300,140,0.006857
Main,300,140,0.004026
Main,300,140,0.011723
Main,300,150,0.011301
Main,300,150,0.011694
Main,300,150,0.012632
Main,300,150,0.000732
Main,300,150,0.013347
Main,300,160,0.000955
Main,300,160,0.012869
Main,300,160,0.024166
Main,300,160,0.020114
Main,300,160,0.017320
Main,300,170,0.019302
Main,300,170,0.016381
Main,300,170,0.021486
Main,300,170,0.018757
Main,300,170,0.021693
Main,300,180,0.015349
Main,300,180,0.011683
Main,300,180,0.012829
Main,300,180,0.013352
Main,300,180,0.021640
Main,300,190,0.023240
Main,300,190,0.018643
Main,300,190,0.016847
Main,300,190,0.016526
Main,300,190,0.021547
Main,300,200,0.018036
Main,300,200,0.024694
Main,300,200,0.016747
Main,300,200,0.023995
Main,300,200,0.024730
Main,300,210,0.021649
Main,300,210,0.017520
Main,300,210,0.017530
Main,300,210,0.018483
Main,300,210,0.013961
Main,300,220,0.012134
Main,300,220,0.013030
Main,300,220,0.016996
Main,300,220,0.020494
Main,300,220,0.020947
Main,300,230,0.014506
Main,300,230,0.022249
Main,300,230,0.022410
Main,300,230,0.014722
Main,300,230,0.020894
Main,300,240,0.017871
Main,300,240,0.020205
Main,300,240,0.018482
Main,300,240,0.014801
Main,300,240,0.023673
Main,300,250,0.021754
Main,300,250,0.020091
Main,300,250,0.024830
Main,300,250,0.024022
Main,300,250,0.022749
Main,300,260,0.029495
Main,300,260,0.014332
Main,300,260,0.016454
Main,300,260,0.015151
Main,300,260,0.022121
Main,300,270,0.019028
Main,300,270,0.015802
Main,300,270,0.017336
Main,300,270,0.023498
Main,300,270,0.022138
Main,300,280,0.018939
Main,300,280,0.022209
Main,300,280,0.021928
Main,300,280,0.021154
Main,300,280,0.019718
Main,300,290,0.022660
Main,300,290,0.021859
Main,300,290,0.020991
Main,300,290,0.015369
Main,300,290,0.017088
Main,300,300,0.019493
Main,300,300,0.019586
Main,300,300,0.024382
Main,300,300,0.019344
Main,300,300,0.025290
EC2,400,10,0.018730
EC2,400,10,0.013212
EC2,400,10,0.014739
EC2,400,10,0.006734
EC2,400,10,0.012929
EC2,400,20,0.006060
EC2,400,20,0.007053
EC2,400,20,0.005548
EC2,400,20,0.004955
EC2,400,20,0.002260
EC2,400,30,0.006826
EC2,400,30,0.004352
EC2,400,30,0.006848
EC2,400,30,0.005607
EC2,400,30,0.005812
EC2,400,40,0.002165
EC2,400,40,0.002244
EC2,400,40,0.002274
EC2,400,40,0.005529
EC2,400,40,0.006972
EC2,400,50,0.004831
EC2,400,50,0.000759
EC2,400,50,0.006205
EC2,400,50,0.005231
EC2,400,50,0.009339
EC2,400,60,0.007786
EC2,400,60,0.005510
EC2,400,60,0.006951
EC2,400,60,0.004912
EC2,400,60,0.006694
EC2,400,70,0.007397
EC2,400,70,0.001039
EC2,400,70,0.007958
EC2,400,70,0.006121
EC2,400,70,0.005084
EC2,400,80,0.002671
EC2,400,80,0.002859
EC2,400,80,0.002887
EC2,400,80,0.006189
EC2,400,80,0.009417
EC2,400,90,0.006129
EC2,400,90,0.010585
EC2,400,90,0.001216
EC2,400,90,0.002734
EC2,400,90,0.005633
EC2,400,100,0.008651
EC2,400,100,0.010203
EC2,400,100,0.010243
EC2,400,100,0.010213
EC2,400,100,0.016782
EC2,400,110,0.015761
EC2,400,110,0.010163
EC2,400,110,0.016625
EC2,400,110,0.020139
EC2,400,110,0.011809
EC2,400,120,0.009867
EC2,400,120,0.010435
EC2,400,120,0.011413
EC2,400,120,0.020624
EC2,400,120,0.019084
EC2,400,130,0.017561
EC2,400,130,0.017454
EC2,400,130,0.019305
EC2,400,130,0.011291
EC2,400,130,0.019371
EC2,400,140,0.014884
EC2,400,140,0.017160
EC2,400,140,0.015777
EC2,400,140,0.022104
EC2,400,140,0.013315
EC2,400,150,0.013432
EC2,400,150,0.017497
EC2,400,150,0.015835
EC2,400,150,0.017900
EC2,400,150,0.014987
EC2,400,160,0.017591
EC2,400,160,0.014316
EC2,400,160,0.017774
EC2,400,160,0.017620
EC2,400,160,0.017599
EC2,400,170,0.019249
EC2,400,170,0.015941
EC2,400,170,0.017665
EC2,400,170,0.014141
EC2,400,170,0.014049
EC2,400,180,0.020135
EC2,400,180,0.016959
EC2,400,180,0.015971
EC2,400,180,0.014137
EC2,400,180,0.016760
EC2,400,190,0.017529
EC2,400,190,0.020414
EC2,400,190,0.017986
EC2,400,190,0.014951
EC2,400,190,0.022934
EC2,400,200,0.017010
EC2,400,200,0.020098
EC2,400,200,0.019191
EC2,400,200,0.016788
EC2,400,200,0.014400
EC2,400,210,0.016252
EC2,400,210,0.020762
EC2,400,210,0.019768
EC2,400,210,0.012238
EC2,400,210,0.020724
EC2,400,220,0.020288
EC2,400,220,0.016258
EC2,400,220,0.019741
EC2,400,220,0.015869
EC2,400,220,0.014453
EC2,400,230,0.017845
EC2,400,230,0.017377
EC2,400,230,0.020562
EC2,400,230,0.019461
EC2,400,230,0.018543
EC2,400,240,0.015756
EC2,400,240,0.022446
EC2,400,240,0.029516
EC2,400,240,0.022953
EC2,400,240,0.033881
EC2,400,250,0.012922
EC2,400,250,0.019845
EC2,400,250,0.020024
EC2,400,250,0.015190
EC2,400,250,0.015512
EC2,400,260,0.015057
EC2,400,260,0.020231
EC2,400,260,0.015993
EC2,400,260,0.019811
EC2,400,260,0.019478
EC2,400,270,0.018611
EC2,400,270,0.016654
EC2,400,270,0.021835
EC2,400,270,0.014552
EC2,400,270,0.013957
EC2,400,280,0.022604
EC2,400,280,0.015107
EC2,400,280,0.016104
EC2,400,280,0.015891
EC2,400,280,0.017983
EC2,400,290,0.019714
EC2,400,290,0.016585
EC2,400,290,0.019054
EC2,400,290,0.018991
EC2,400,290,0.016809
EC2,400,300,0.021148
EC2,400,300,0.016415
EC2,400,300,0.019650
EC2,400,300,0.028238
EC2,400,300,0.015903
EC2,400,310,0.023811
EC2,400,310,0.018637
EC2,400,310,0.016595
EC2,400,310,0.016734
EC2,400,310,0.018032
EC2,400,320,0.027044
EC2,400,320,0.018602
EC2,400,320,0.024496
EC2,400,320,0.017151
EC2,400,320,0.018495
EC2,400,330,0.027822
EC2,400,330,0.018966
EC2,400,330,0.025981
EC2,400,330,0.015225
EC2,400,330,0.025496
EC2,400,340,0.018297
EC2,400,340,0.024643
EC2,400,340,0.018388
EC2,400,340,0.021984
EC2,400,340,0.030631
EC2,400,350,0.018651
EC2,400,350,0.018774
EC2,400,350,0.018087
EC2,400,350,0.023572
EC2,400,350,0.027310
EC2,400,360,0.021162
EC2,400,360,0.015541
EC2,400,360,0.024569
EC2,400,360,0.019741
EC2,400,360,0.022861
EC2,400,370,0.021975
EC2,400,370,0.041512
EC2,400,370,0.025773
EC2,400,370,0.019740
EC2,400,370,0.022252
EC2,400,380,0.019537
EC2,400,380,0.023269
EC2,400,380,0.019798
EC2,400,380,0.020636
EC2,400,380,0.021040
EC2,400,390,0.018611
EC2,400,390,0.019721
EC2,400,390,0.023366
EC2,400,390,0.019148
EC2,400,390,0.017269
EC2,400,400,0.029195
EC2,400,400,0.023132
EC2,400,400,0.017277
EC2,400,400,0.023754
EC2,400,400,0.026849
Main,400,10,0.022981
Main,400,10,0.024337
Main,400,10,0.016178
Main,400,10,0.015785
Main,400,10,0.007663
Main,400,20,0.010771
Main,400,20,0.012894
Main,400,20,0.007579
Main,400,20,0.010116
Main,400,20,0.000675
Main,400,30,0.002265
Main,400,30,0.000815
Main,400,30,0.004816
Main,400,30,0.009034
Main,400,30,0.010973
Main,400,40,0.011344
Main,400,40,0.007903
Main,400,40,0.000607
Main,400,40,0.004900
Main,400,40,0.011305
Main,400,50,0.008434
Main,400,50,0.012278
Main,400,50,0.002317
Main,400,50,0.004407
Main,400,50,0.004082
Main,400,60,0.003886
Main,400,60,0.006044
Main,400,60,0.010947
Main,400,60,0.013175
Main,400,60,0.006899
Main,400,70,0.006032
Main,400,70,0.000768
Main,400,70,0.012121
Main,400,70,0.004639
Main,400,70,0.009644
Main,400,80,0.009877
Main,400,80,0.013227
Main,400,80,0.009574
Main,400,80,0.000630
Main,400,80,0.010216
Main,400,90,0.011087
Main,400,90,0.000603
Main,400,90,0.009851
Main,400,90,0.007790
Main,400,90,0.009699
Main,400,100,0.008947
Main,400,100,0.010531
Main,400,100,0.023677
Main,400,100,0.017004
Main,400,100,0.025339
Main,400,110,0.009721
Main,400,110,0.004185
Main,400,110,0.010295
Main,400,110,0.013308
Main,400,110,0.022264
Main,400,120,0.012274
Main,400,120,0.002736
Main,400,120,0.017124
Main,400,120,0.019164
Main,400,120,0.017740
Main,400,130,0.019666
Main,400,130,0.020775
Main,400,130,0.018266
Main,400,130,0.014247
Main,400,130,0.020464
Main,400,140,0.024310
Main,400,140,0.028551
Main,400,140,0.015363
Main,400,140,0.021630
Main,400,140,0.021180
Main,400,150,0.023463
Main,400,150,0.013890
Main,400,150,0.032730
Main,400,150,0.024249
Main,400,150,0.018365
Main,400,160,0.020070
Main,400,160,0.023991
Main,400,160,0.017835
Main,400,160,0.027337
Main,400,160,0.015714
Main,400,170,0.014888
Main,400,170,0.019857
Main,400,170,0.020170
Main,400,170,0.025500
Main,400,170,0.022004
Main,400,180,0.021147
Main,400,180,0.016495
Main,400,180,0.016787
Main,400,180,0.020008
Main,400,180,0.022178
Main,400,190,0.024811
Main,400,190,0.019521
Main,400,190,0.015003
Main,400,190,0.018026
Main,400,190,0.016207
Main,400,200,0.013313
Main,400,200,0.028387
Main,400,200,0.022187
Main,400,200,0.016477
Main,400,200,0.017212
Main,400,210,0.025911
Main,400,210,0.025761
Main,400,210,0.035033
Main,400,210,0.021085
Main,400,210,0.020248
Main,400,220,0.018289
Main,400,220,0.018318
Main,400,220,0.014100
Main,400,220,0.024693
Main,400,220,0.021754
Main,400,230,0.017403
Main,400,230,0.016376
Main,400,230,0.018378
Main,400,230,0.019925
Main,400,230,0.016530
Main,400,240,0.027746
Main,400,240,0.016616
Main,400,240,0.020041
Main,400,240,0.021494
Main,400,240,0.016723
Main,400,250,0.019088
Main,400,250,0.026408
Main,400,250,0.028541
Main,400,250,0.025770
Main,400,250,0.023636
Main,400,260,0.015091
Main,400,260,0.016272
Main,400,260,0.019777
Main,400,260,0.017700
Main,400,260,0.043801
Main,400,270,0.024786
Main,400,270,0.025078
Main,400,270,0.023184
Main,400,270,0.015452
Main,400,270,0.015271
Main,400,280,0.014841
Main,400,280,0.023393
Main,400,280,0.017805
Main,400,280,0.017670
Main,400,280,0.025092
Main,400,290,0.017735
Main,400,290,0.024717
Main,400,290,0.020894
Main,400,290,0.019813
Main,400,290,0.019336
Main,400,300,0.025035
Main,400,300,0.025124
Main,400,300,0.021370
Main,400,300,0.019843
Main,400,300,0.022252
Main,400,310,0.022153
Main,400,310,0.019680
Main,400,310,0.017871
Main,400,310,0.024214
Main,400,310,0.018175
Main,400,320,0.025513
Main,400,320,0.018165
Main,400,320,0.021601
Main,400,320,0.022008
Main,400,320,0.021120
Main,400,330,0.018336
Main,400,330,0.039033
Main,400,330,0.024052
Main,400,330,0.019032
Main,400,330,0.023833
Main,400,340,0.022477
Main,400,340,0.025329
Main,400,340,0.020271
Main,400,340,0.019292
Main,400,340,0.031472
Main,400,350,0.022848
Main,400,350,0.019683
Main,400,350,0.029116
Main,400,350,0.022870
Main,400,350,0.017630
Main,400,360,0.021902
Main,400,360,0.045727
Main,400,360,0.015918
Main,400,360,0.024916
Main,400,360,0.020695
Main,400,370,0.019532
Main,400,370,0.015548
Main,400,370,0.027156
Main,400,370,0.024293
Main,400,370,0.021581
Main,400,380,0.024471
Main,400,380,0.020784
Main,400,380,0.014831
Main,400,380,0.020997
Main,400,380,0.050855
Main,400,390,0.021997
Main,400,390,0.022553
Main,400,390,0.017228
Main,400,390,0.026999
Main,400,390,0.034616
Main,400,400,0.025196
Main,400,400,0.017846
Main,400,400,0.021619
Main,400,400,0.017350
Main,400,400,0.017296
EC2,500,10,0.048197
EC2,500,10,0.011305
EC2,500,10,0.008581
EC2,500,10,0.006978
EC2,500,10,0.008503
EC2,500,20,0.007641
EC2,500,20,0.005780
EC2,500,20,0.000609
EC2,500,20,0.002312
EC2,500,20,0.007671
EC2,500,30,0.005972
EC2,500,30,0.002249
EC2,500,30,0.002200
EC2,500,30,0.002306
EC2,500,30,0.000662
EC2,500,40,0.007853
EC2,500,40,0.008065
EC2,500,40,0.005970
EC2,500,40,0.005936
EC2,500,40,0.000772
EC2,500,50,0.006185
EC2,500,50,0.005370
EC2,500,50,0.005114
EC2,500,50,0.006242
EC2,500,50,0.008927
EC2,500,60,0.008979
EC2,500,60,0.008232
EC2,500,60,0.007646
EC2,500,60,0.009400
EC2,500,60,0.006304
EC2,500,70,0.009463
EC2,500,70,0.014037
EC2,500,70,0.008831
EC2,500,70,0.012321
EC2,500,70,0.015266
EC2,500,80,0.016080
EC2,500,80,0.010937
EC2,500,80,0.012267
EC2,500,80,0.011356
EC2,500,80,0.017080
EC2,500,90,0.008881
EC2,500,90,0.009250
EC2,500,90,0.009007
EC2,500,90,0.009292
EC2,500,90,0.012090
EC2,500,100,0.009557
EC2,500,100,0.011934
EC2,500,100,0.012052
EC2,500,100,0.012080
EC2,500,100,0.018557
EC2,500,110,0.017312
EC2,500,110,0.008703
EC2,500,110,0.010317
EC2,500,110,0.016005
EC2,500,110,0.015791
EC2,500,120,0.013576
EC2,500,120,0.022624
EC2,500,120,0.014696
EC2,500,120,0.014370
EC2,500,120,0.012513
EC2,500,130,0.015340
EC2,500,130,0.017335
EC2,500,130,0.018626
EC2,500,130,0.018447
EC2,500,130,0.017084
EC2,500,140,0.019465
EC2,500,140,0.021440
EC2,500,140,0.018832
EC2,500,140,0.019102
EC2,500,140,0.014790
EC2,500,150,0.049816
EC2,500,150,0.015301
EC2,500,150,0.024395
EC2,500,150,0.020496
EC2,500,150,0.021366
EC2,500,160,0.027954
EC2,500,160,0.019278
EC2,500,160,0.021042
EC2,500,160,0.019954
EC2,500,160,0.024549
EC2,500,170,0.015725
EC2,500,170,0.018405
EC2,500,170,0.023548
EC2,500,170,0.022950
EC2,500,170,0.018689
EC2,500,180,0.023143
EC2,500,180,0.019530
EC2,500,180,0.023273
EC2,500,180,0.022590
EC2,500,180,0.022576
EC2,500,190,0.020363
EC2,500,190,0.021600
EC2,500,190,0.018409
EC2,500,190,0.015894
EC2,500,190,0.017973
EC2,500,200,0.015769
EC2,500,200,0.026162
EC2,500,200,0.017700
EC2,500,200,0.025234
EC2,500,200,0.021760
EC2,500,210,0.016079
EC2,500,210,0.028513
EC2,500,210,0.022428
EC2,500,210,0.023501
EC2,500,210,0.022044
EC2,500,220,0.020982
EC2,500,220,0.017438
EC2,500,220,0.029394
EC2,500,220,0.038524
EC2,500,220,0.043072
EC2,500,230,0.020046
EC2,500,230,0.017695
