Function,Total Number,N,Execution Time
Main,1600,430,0.027857
Main,1600,440,0.037374
Main,1600,450,0.024609
Main,1600,460,0.060397
Main,1600,470,0.060536
Main,1600,480,0.024572
Main,1600,490,0.028879
Main,1600,500,0.025346
Main,1600,510,0.025697
Main,1600,520,0.026966
Main,1600,530,0.029430
Main,1600,540,0.026868
Main,1600,550,0.021571
Main,1600,560,0.055092
Main,1600,570,0.024142
Main,1600,580,0.040694
Main,1600,590,0.024245
Main,1600,600,0.037530
Main,1600,610,0.055792
Main,1600,620,0.024791
Main,1600,630,0.031677
Main,1600,640,0.021715
Main,1600,650,0.060857
Main,1600,660,0.025832
Main,1600,670,0.022717
Main,1600,680,0.021739
Main,1600,690,0.019197
Main,1600,700,0.026135
Main,1600,710,0.030949
Main,1600,720,0.052565
Main,1600,730,0.037817
Main,1600,740,0.057012
Main,1600,750,0.026185
Main,1600,760,0.023987
Main,1600,770,0.054971
Main,1600,780,0.021537
Main,1600,790,0.038959
Main,1600,800,0.026586
Main,1600,810,0.028381
Main,1600,820,0.023431
Main,1600,830,0.063301
Main,1600,840,0.021026
Main,1600,850,0.032058
Main,1600,860,0.024456
Main,1600,870,0.021699
Main,1600,880,0.023623
Main,1600,890,0.028474
Main,1600,900,0.024771
Main,1600,910,0.032199
Main,1600,920,0.021945
Main,1600,930,0.025028
Main,1600,940,0.024486
Main,1600,950,0.053357
Main,1600,960,0.024568
Main,1600,970,0.052969
Main,1600,980,0.026745
Main,1600,990,0.031454
EC2,1700,10,0.022422
EC2,1700,20,0.013669
EC2,1700,30,0.012929
EC2,1700,40,0.013820
EC2,1700,50,0.017262
EC2,1700,60,0.017984
EC2,1700,70,0.024023
EC2,1700,80,0.023859
EC2,1700,90,0.026473
EC2,1700,100,0.028713
EC2,1700,110,0.026655
EC2,1700,120,0.026151
EC2,1700,130,0.033497
EC2,1700,140,0.033937
EC2,1700,150,0.046724
EC2,1700,160,0.072084
EC2,1700,170,0.047040
EC2,1700,180,0.047983
EC2,1700,190,0.045498
EC2,1700,200,0.038860
EC2,1700,210,0.053318
EC2,1700,220,0.060215
EC2,1700,230,0.054828
EC2,1700,240,0.047400
EC2,1700,250,0.078756
EC2,1700,260,0.047463
EC2,1700,270,0.068250
EC2,1700,280,0.082355
EC2,1700,290,0.105438
EC2,1700,300,0.061549
EC2,1700,310,0.056905
EC2,1700,320,0.057336
EC2,1700,330,0.079528
EC2,1700,340,0.104169
EC2,1700,350,0.089468
EC2,1700,360,0.080994
EC2,1700,370,0.084106
EC2,1700,380,0.084708
EC2,1700,390,0.085691
EC2,1700,400,0.089545
EC2,1700,410,0.106478
EC2,1700,420,0.145096
EC2,1700,430,0.109856
EC2,1700,440,0.099026
EC2,1700,450,0.094638
EC2,1700,460,0.134764
EC2,1700,470,0.085049
EC2,1700,480,0.081681
EC2,1700,490,0.119886
EC2,1700,500,0.098690
EC2,1700,510,0.112234
EC2,1700,520,0.113949
EC2,1700,530,0.136242
EC2,1700,540,0.128713
EC2,1700,550,0.143386
EC2,1700,560,0.118641
EC2,1700,570,0.126456
EC2,1700,580,0.114227
EC2,1700,590,0.104441
EC2,1700,600,0.117602
EC2,1700,610,0.151204
EC2,1700,620,0.158768
EC2,1700,630,0.159570
EC2,1700,640,0.162255
EC2,1700,650,0.140837
EC2,1700,660,0.153128
EC2,1700,670,0.129040
EC2,1700,680,0.165532
EC2,1700,690,0.137211
EC2,1700,700,0.167223
EC2,1700,710,0.180105
EC2,1700,720,0.164518
EC2,1700,730,0.122351
EC2,1700,740,0.179113
EC2,1700,750,0.161549
EC2,1700,760,0.163257
EC2,1700,770,0.169640
EC2,1700,780,0.163745
EC2,1700,790,0.163367
EC2,1700,800,0.166912
EC2,1700,810,0.161076
EC2,1700,820,0.178031
EC2,1700,830,0.197464
EC2,1700,840,0.184470
EC2,1700,850,0.179059
EC2,1700,860,0.207481
EC2,1700,870,0.164040
EC2,1700,880,0.175642
EC2,1700,890,0.176266
EC2,1700,900,0.155593
EC2,1700,910,0.176552
EC2,1700,920,0.203559
EC2,1700,930,0.190088
EC2,1700,940,0.166671
EC2,1700,950,0.194714
EC2,1700,960,0.183665
EC2,1700,970,0.235632
EC2,1700,980,0.180696
EC2,1700,990,0.181404
Main,1700,10,0.035172
Main,1700,20,0.024467
Main,1700,30,0.019044
Main,1700,40,0.016055
Main,1700,50,0.021483
Main,1700,60,0.023912
Main,1700,70,0.023481
Main,1700,80,0.022433
Main,1700,90,0.073675
Main,1700,100,0.036887
Main,1700,110,0.033505
Main,1700,120,0.025716
Main,1700,130,0.022978
Main,1700,140,0.025078
Main,1700,150,0.024612
Main,1700,160,0.023348
Main,1700,170,0.028049
Main,1700,180,0.024159
Main,1700,190,0.021419
Main,1700,200,0.029497
Main,1700,210,0.035872
Main,1700,220,0.025054
Main,1700,230,0.024732
Main,1700,240,0.037201
Main,1700,250,0.025304
Main,1700,260,0.036693
Main,1700,270,0.055004
Main,1700,280,0.028805
Main,1700,290,0.029070
Main,1700,300,0.025152
Main,1700,310,0.036759
Main,1700,320,0.016261
Main,1700,330,0.032104
Main,1700,340,0.027304
Main,1700,350,0.030543
Main,1700,360,0.030304
Main,1700,370,0.039501
Main,1700,380,0.087203
Main,1700,390,0.034628
Main,1700,400,0.034108
Main,1700,410,0.023226
Main,1700,420,0.025838
Main,1700,430,0.031055
Main,1700,440,0.026140
Main,1700,450,0.045852
Main,1700,460,0.025240
Main,1700,470,0.024464
Main,1700,480,0.023886
Main,1700,490,0.057910
Main,1700,500,0.025290
Main,1700,510,0.049199
Main,1700,520,0.020376
Main,1700,530,0.024930
Main,1700,540,0.025028
Main,1700,550,0.025896
Main,1700,560,0.053402
Main,1700,570,0.057517
Main,1700,580,0.032993
Main,1700,590,0.021887
Main,1700,600,0.029583
Main,1700,610,0.022606
Main,1700,620,0.035072
Main,1700,630,0.020191
Main,1700,640,0.029195
Main,1700,650,0.050678
Main,1700,660,0.046288
Main,1700,670,0.024047
Main,1700,680,0.033907
Main,1700,690,0.037675
Main,1700,700,0.036881
Main,1700,710,0.024938
Main,1700,720,0.029704
Main,1700,730,0.028020
Main,1700,740,0.060724
Main,1700,750,0.037272
Main,1700,760,0.020184
Main,1700,770,0.037028
Main,1700,780,0.028946
Main,1700,790,0.029447
Main,1700,800,0.031177
Main,1700,810,0.036210
Main,1700,820,0.023559
Main,1700,830,0.029135
Main,1700,840,0.040121
Main,1700,850,0.032246
Main,1700,860,0.021251
Main,1700,870,0.049831
Main,1700,880,0.022980
Main,1700,890,0.030279
Main,1700,900,0.026037
Main,1700,910,0.030725
Main,1700,920,0.021549
Main,1700,930,0.024733
Main,1700,940,0.023163
Main,1700,950,0.022359
Main,1700,960,0.044081
Main,1700,970,0.037660
Main,1700,980,0.032993
Main,1700,990,0.047388
EC2,1800,10,0.034098
EC2,1800,20,0.013678
EC2,1800,30,0.012396
EC2,1800,40,0.008766
EC2,1800,50,0.017947
EC2,1800,60,0.018446
EC2,1800,70,0.020532
EC2,1800,80,0.026284
EC2,1800,90,0.028309
EC2,1800,100,0.045074
EC2,1800,110,0.032350
EC2,1800,120,0.024741
EC2,1800,130,0.039697
EC2,1800,140,0.032467
EC2,1800,150,0.042837
EC2,1800,160,0.036865
EC2,1800,170,0.052481
EC2,1800,180,0.051901
EC2,1800,190,0.043125
EC2,1800,200,0.034766
EC2,1800,210,0.049732
EC2,1800,220,0.064997
EC2,1800,230,0.050299
EC2,1800,240,0.063884
EC2,1800,250,0.058063
EC2,1800,260,0.080720
EC2,1800,270,0.059686
EC2,1800,280,0.069055
EC2,1800,290,0.076698
EC2,1800,300,0.062978
EC2,1800,310,0.080861
EC2,1800,320,0.071402
EC2,1800,330,0.074398
EC2,1800,340,0.077036
EC2,1800,350,0.067534
EC2,1800,360,0.092297
EC2,1800,370,0.112457
EC2,1800,380,0.087459
EC2,1800,390,0.085015
EC2,1800,400,0.077434
EC2,1800,410,0.083670
EC2,1800,420,0.092654
EC2,1800,430,0.095820
EC2,1800,440,0.133530
EC2,1800,450,0.114346
EC2,1800,460,0.112651
EC2,1800,470,0.095022
EC2,1800,480,0.108220
EC2,1800,490,0.117254
EC2,1800,500,0.109962
EC2,1800,510,0.092826
EC2,1800,520,0.117902
EC2,1800,530,0.116305
EC2,1800,540,0.134175
EC2,1800,550,0.153790
EC2,1800,560,0.116443
EC2,1800,570,0.147491
EC2,1800,580,0.120242
EC2,1800,590,0.140784
EC2,1800,600,0.140026
EC2,1800,610,0.181867
EC2,1800,620,0.129310
EC2,1800,630,0.122251
EC2,1800,640,0.205458
EC2,1800,650,0.130326
EC2,1800,660,0.160912
EC2,1800,670,0.145861
EC2,1800,680,0.185135
EC2,1800,690,0.157840
EC2,1800,700,0.165639
EC2,1800,710,0.166594
EC2,1800,720,0.160686
EC2,1800,730,0.153650
EC2,1800,740,0.172442
EC2,1800,750,0.211880
EC2,1800,760,0.219994
EC2,1800,770,0.157466
EC2,1800,780,0.194941
EC2,1800,790,0.194917
EC2,1800,800,0.188577
EC2,1800,810,0.201799
EC2,1800,820,0.177740
EC2,1800,830,0.187323
EC2,1800,840,0.179397
EC2,1800,850,0.213750
EC2,1800,860,0.176412
EC2,1800,870,0.195963
EC2,1800,880,0.188408
EC2,1800,890,0.199492
EC2,1800,900,0.195703
EC2,1800,910,0.219632
EC2,1800,920,0.201416
EC2,1800,930,0.216600
EC2,1800,940,0.201293
EC2,1800,950,0.191336
EC2,1800,960,0.239148
EC2,1800,970,0.210256
EC2,1800,980,0.205395
EC2,1800,990,0.227484
Main,1800,10,0.028970
Main,1800,20,0.021983
Main,1800,30,0.021830
Main,1800,40,0.017601
Main,1800,50,0.022255
Main,1800,60,0.051814
Main,1800,70,0.026924
Main,1800,80,0.027744
Main,1800,90,0.027012
Main,1800,100,0.028473
Main,1800,110,0.020607
Main,1800,120,0.050306
Main,1800,130,0.030374
Main,1800,140,0.034709
Main,1800,150,0.021632
Main,1800,160,0.054348
Main,1800,170,0.022913
Main,1800,180,0.043068
Main,1800,190,0.023960
Main,1800,200,0.024365
Main,1800,210,0.044067
Main,1800,220,0.029099
Main,1800,230,0.037017
Main,1800,240,0.034177
Main,1800,250,0.044931
Main,1800,260,0.029886
Main,1800,270,0.031021
Main,1800,280,0.023373
Main,1800,290,0.036336
Main,1800,300,0.029917
Main,1800,310,0.057815
Main,1800,320,0.031243
Main,1800,330,0.026579
Main,1800,340,0.025927
Main,1800,350,0.053413
Main,1800,360,0.030769
Main,1800,370,0.029067
Main,1800,380,0.033102
Main,1800,390,0.027343
Main,1800,400,0.062167
Main,1800,410,0.068653
Main,1800,420,0.026434
Main,1800,430,0.041169
Main,1800,440,0.033791
Main,1800,450,0.048152
Main,1800,460,0.026648
Main,1800,470,0.022835
Main,1800,480,0.025765
Main,1800,490,0.035325
Main,1800,500,0.020776
Main,1800,510,0.022043
Main,1800,520,0.021806
Main,1800,530,0.027713
Main,1800,540,0.037632
Main,1800,550,0.029449
Main,1800,560,0.065429
Main,1800,570,0.034049
Main,1800,580,0.023080
Main,1800,590,0.035147
Main,1800,600,0.032734
Main,1800,610,0.028878
Main,1800,620,0.031143
Main,1800,630,0.037948
Main,1800,640,0.023276
Main,1800,650,0.022977
Main,1800,660,0.034030
Main,1800,670,0.022683
Main,1800,680,0.045877
Main,1800,690,0.039823
Main,1800,700,0.028019
Main,1800,710,0.037009
Main,1800,720,0.021084
Main,1800,730,0.030027
Main,1800,740,0.033929
Main,1800,750,0.046869
Main,1800,760,0.044650
Main,1800,770,0.027529
Main,1800,780,0.027273
Main,1800,790,0.033473
Main,1800,800,0.060168
Main,1800,810,0.034306
Main,1800,820,0.028244
Main,1800,830,0.029335
Main,1800,840,0.038606
Main,1800,850,0.025765
Main,1800,860,0.026332
Main,1800,870,0.030914
Main,1800,880,0.067218
Main,1800,890,0.039806
Main,1800,900,0.036185
Main,1800,910,0.063711
Main,1800,920,0.031496
Main,1800,930,0.034298
Main,1800,940,0.034626
Main,1800,950,0.020358
Main,1800,960,0.028807
Main,1800,970,0.028508
Main,1800,980,0.042834
Main,1800,990,0.041753
EC2,1900,10,0.012549
EC2,1900,20,0.019037
EC2,1900,30,0.014714
EC2,1900,40,0.018437
EC2,1900,50,0.016032
EC2,1900,60,0.026873
EC2,1900,70,0.021907
EC2,1900,80,0.027310
EC2,1900,90,0.038003
EC2,1900,100,0.026711
EC2,1900,110,0.024100
EC2,1900,120,0.034597
EC2,1900,130,0.028350
EC2,1900,140,0.030287
EC2,1900,150,0.039754
EC2,1900,160,0.043404
EC2,1900,170,0.082590
EC2,1900,180,0.066794
EC2,1900,190,0.038227
EC2,1900,200,0.044470
EC2,1900,210,0.046371
EC2,1900,220,0.066787
EC2,1900,230,0.050686
EC2,1900,240,0.058778
EC2,1900,250,0.049214
EC2,1900,260,0.072393
EC2,1900,270,0.085324
EC2,1900,280,0.074611
EC2,1900,290,0.076419
EC2,1900,300,0.102507
EC2,1900,310,0.074728
EC2,1900,320,0.082612
EC2,1900,330,0.083285
EC2,1900,340,0.103220
EC2,1900,350,0.116559
EC2,1900,360,0.087066
EC2,1900,370,0.083683
EC2,1900,380,0.085961
EC2,1900,390,0.123701
EC2,1900,400,0.093262
EC2,1900,410,0.092291
EC2,1900,420,0.107876
EC2,1900,430,0.130160
EC2,1900,440,0.117571
EC2,1900,450,0.098294
EC2,1900,460,0.089430
EC2,1900,470,0.103237
EC2,1900,480,0.148777
EC2,1900,490,0.106282
EC2,1900,500,0.097912
EC2,1900,510,0.150351
EC2,1900,520,0.151887
EC2,1900,530,0.113188
EC2,1900,540,0.101041
EC2,1900,550,0.118465
EC2,1900,560,0.132341
EC2,1900,570,0.167922
EC2,1900,580,0.141697
EC2,1900,590,0.144749
EC2,1900,600,0.137285
EC2,1900,610,0.166392
EC2,1900,620,0.166665
EC2,1900,630,0.157146
EC2,1900,640,0.177763
EC2,1900,650,0.150897
EC2,1900,660,0.135897
EC2,1900,670,0.156515
EC2,1900,680,0.211857
EC2,1900,690,0.166221
EC2,1900,700,0.163591
EC2,1900,710,0.200739
EC2,1900,720,0.212880
EC2,1900,730,0.173868
EC2,1900,740,0.171352
EC2,1900,750,0.168795
EC2,1900,760,0.219713
EC2,1900,770,0.246788
EC2,1900,780,0.184552
EC2,1900,790,0.210238
EC2,1900,800,0.183419
EC2,1900,810,0.229450
EC2,1900,820,0.186402
EC2,1900,830,0.221169
EC2,1900,840,0.206276
EC2,1900,850,0.194163
EC2,1900,860,0.212137
EC2,1900,870,0.200190
EC2,1900,880,0.219370
EC2,1900,890,0.212853
EC2,1900,900,0.229607
EC2,1900,910,0.205831
EC2,1900,920,0.200753
EC2,1900,930,0.217741
EC2,1900,940,0.227534
EC2,1900,950,0.209942
EC2,1900,960,0.247284
EC2,1900,970,0.266124
EC2,1900,980,0.233331
EC2,1900,990,0.202066
Main,1900,10,0.026944
Main,1900,20,0.022730
Main,1900,30,0.021229
Main,1900,40,0.022673
Main,1900,50,0.020781
Main,1900,60,0.026294
Main,1900,70,0.025028
Main,1900,80,0.060807
Main,1900,90,0.042875
Main,1900,100,0.038951
Main,1900,110,0.062725
Main,1900,120,0.030355
Main,1900,130,0.054043
Main,1900,140,0.030037
Main,1900,150,0.060988
Main,1900,160,0.027441
Main,1900,170,0.027473
Main,1900,180,0.034932
Main,1900,190,0.029072
Main,1900,200,0.024343
Main,1900,210,0.022014
Main,1900,220,0.048513
Main,1900,230,0.030514
Main,1900,240,0.044053
Main,1900,250,0.038423
Main,1900,260,0.065069
Main,1900,270,0.031508
Main,1900,280,0.026323
Main,1900,290,0.024300
Main,1900,300,0.052369
Main,1900,310,0.023870
Main,1900,320,0.022905
Main,1900,330,0.032338
Main,1900,340,0.028487
Main,1900,350,0.055338
Main,1900,360,0.031771
Main,1900,370,0.038442
Main,1900,380,0.028548
Main,1900,390,0.024815
Main,1900,400,0.033158
Main,1900,410,0.038915
Main,1900,420,0.024579
Main,1900,430,0.034302
Main,1900,440,0.041290
Main,1900,450,0.021825
Main,1900,460,0.031379
Main,1900,470,0.025929
Main,1900,480,0.024459
Main,1900,490,0.072110
Main,1900,500,0.049028
Main,1900,510,0.024918
Main,1900,520,0.033824
Main,1900,530,0.029396
Main,1900,540,0.063721
Main,1900,550,0.032997
Main,1900,560,0.032080
Main,1900,570,0.062483
Main,1900,580,0.032942
Main,1900,590,0.026809
Main,1900,600,0.027167
Main,1900,610,0.021347
Main,1900,620,0.038177
Main,1900,630,0.055327
Main,1900,640,0.022507
Main,1900,650,0.042179
Main,1900,660,0.033676
Main,1900,670,0.067903
Main,1900,680,0.029849
Main,1900,690,0.044930
Main,1900,700,0.028572
Main,1900,710,0.049296
Main,1900,720,0.036801
Main,1900,730,0.052923
Main,1900,740,0.025772
Main,1900,750,0.027852
Main,1900,760,0.032037
Main,1900,770,0.035273
Main,1900,780,0.025913
Main,1900,790,0.029530
Main,1900,800,0.034743
Main,1900,810,0.025957
Main,1900,820,0.031915
Main,1900,830,0.026003
Main,1900,840,0.028468
Main,1900,850,0.032711
Main,1900,860,0.024984
Main,1900,870,0.042770
Main,1900,880,0.041851
Main,1900,890,0.027242
Main,1900,900,0.030921
Main,1900,910,0.025694
Main,1900,920,0.038295
Main,1900,930,0.047243
Main,1900,940,0.033316
Main,1900,950,0.075159
Main,1900,960,0.022117
Main,1900,970,0.025487
Main,1900,980,0.031014
Main,1900,990,0.045264
EC2,2000,10,0.047761
EC2,2000,20,0.015285
EC2,2000,30,0.018047
EC2,2000,40,0.020473
EC2,2000,50,0.015676
EC2,2000,60,0.016775
EC2,2000,70,0.019947
EC2,2000,80,0.020596
EC2,2000,90,0.024613
EC2,2000,100,0.031279
EC2,2000,110,0.026306
EC2,2000,120,0.054257
EC2,2000,130,0.048991
EC2,2000,140,0.029835
EC2,2000,150,0.040675
EC2,2000,160,0.034444
EC2,2000,170,0.040057
EC2,2000,180,0.047788
EC2,2000,190,0.060793
EC2,2000,200,0.093328
EC2,2000,210,0.061196
EC2,2000,220,0.057803
EC2,2000,230,0.054389
EC2,2000,240,0.063266
EC2,2000,250,0.064966
EC2,2000,260,0.065983
EC2,2000,270,0.047797
EC2,2000,280,0.060634
EC2,2000,290,0.059499
EC2,2000,300,0.066364
EC2,2000,310,0.107220
EC2,2000,320,0.082110
EC2,2000,330,0.095574
EC2,2000,340,0.108563
EC2,2000,350,0.083774
EC2,2000,360,0.120120
EC2,2000,370,0.097245
EC2,2000,380,0.103433
EC2,2000,390,0.081343
EC2,2000,400,0.100588
EC2,2000,410,0.098709
EC2,2000,420,0.103778
EC2,2000,430,0.144226
EC2,2000,440,0.131098
EC2,2000,450,0.086915
EC2,2000,460,0.164805
EC2,2000,470,0.107066
EC2,2000,480,0.137638
EC2,2000,490,0.126535
EC2,2000,500,0.133619
EC2,2000,510,0.118667
EC2,2000,520,0.121435
EC2,2000,530,0.153231
EC2,2000,540,0.118674
EC2,2000,550,0.135158
EC2,2000,560,0.129753
EC2,2000,570,0.161287
EC2,2000,580,0.163458
EC2,2000,590,0.187621
EC2,2000,600,0.164345
EC2,2000,610,0.147033
EC2,2000,620,0.159021
EC2,2000,630,0.160251
EC2,2000,640,0.165489
EC2,2000,650,0.210279
EC2,2000,660,0.169960
EC2,2000,670,0.183770
EC2,2000,680,0.224518
EC2,2000,690,0.198278
EC2,2000,700,0.181914
EC2,2000,710,0.186806
EC2,2000,720,0.209972
EC2,2000,730,0.163266
EC2,2000,740,0.213605
EC2,2000,750,0.183423
EC2,2000,760,0.222551
EC2,2000,770,0.189616
EC2,2000,780,0.213694
EC2,2000,790,0.211922
EC2,2000,800,0.205389
EC2,2000,810,0.192273
EC2,2000,820,0.245108
EC2,2000,830,0.228816
EC2,2000,840,0.230482
EC2,2000,850,0.210243
EC2,2000,860,0.222484
EC2,2000,870,0.250886
EC2,2000,880,0.264507
EC2,2000,890,0.215668
EC2,2000,900,0.222400
EC2,2000,910,0.253799
EC2,2000,920,0.212172
EC2,2000,930,0.220308
EC2,2000,940,0.277735
EC2,2000,950,0.276919
EC2,2000,960,0.230676
EC2,2000,970,0.254634
EC2,2000,980,0.295901
EC2,2000,990,0.234782
Main,2000,10,0.029165
Main,2000,20,0.022640
Main,2000,30,0.028435
Main,2000,40,0.031704
Main,2000,50,0.026688
Main,2000,60,0.029060
Main,2000,70,0.023275
Main,2000,80,0.041277
Main,2000,90,0.025808
Main,2000,100,0.029089
Main,2000,110,0.024495
Main,2000,120,0.026491
Main,2000,130,0.025850
Main,2000,140,0.034372
Main,2000,150,0.034538
Main,2000,160,0.033572
Main,2000,170,0.032313
Main,2000,180,0.050471
Main,2000,190,0.023657
Main,2000,200,0.034811
Main,2000,210,0.038526
Main,2000,220,0.029279
Main,2000,230,0.043951
Main,2000,240,0.023383
Main,2000,250,0.023544
Main,2000,260,0.032576
Main,2000,270,0.029861
Main,2000,280,0.033772
Main,2000,290,0.032787
Main,2000,300,0.030095
Main,2000,310,0.032393
Main,2000,320,0.028574
Main,2000,330,0.036752
Main,2000,340,0.027469
Main,2000,350,0.029659
Main,2000,360,0.043710
Main,2000,370,0.028547
Main,2000,380,0.064536
Main,2000,390,0.025713
Main,2000,400,0.022308
Main,2000,410,0.023342
Main,2000,420,0.028184
Main,2000,430,0.026558
Main,2000,440,0.027144
Main,2000,450,0.027663
Main,2000,460,0.033394
Main,2000,470,0.035100
Main,2000,480,0.024158
Main,2000,490,0.024570
Main,2000,500,0.023798
Main,2000,510,0.030993
Main,2000,520,0.028794
Main,2000,530,0.048059
Main,2000,540,0.056280
Main,2000,550,0.025899
Main,2000,560,0.037554
Main,2000,570,0.035294
Main,2000,580,0.022876
Main,2000,590,0.024993
Main,2000,600,0.056680
Main,2000,610,0.047151
Main,2000,620,0.028105
Main,2000,630,0.022645
Main,2000,640,0.043430
Main,2000,650,0.028063
Main,2000,660,0.029509
Main,2000,670,0.045729
Main,2000,680,0.045401
Main,2000,690,0.061380
Main,2000,700,0.042101
Main,2000,710,0.037501
Main,2000,720,0.029583
Main,2000,730,0.065115
Main,2000,740,0.029623
Main,2000,750,0.036217
Main,2000,760,0.032981
Main,2000,770,0.038697
Main,2000,780,0.027901
Main,2000,790,0.040503
Main,2000,800,0.023231
Main,2000,810,0.034595
Main,2000,820,0.079839
Main,2000,830,0.028356
Main,2000,840,0.034392
Main,2000,850,0.058265
Main,2000,860,0.027284
Main,2000,870,0.030166
Main,2000,880,0.038028
Main,2000,890,0.026752
Main,2000,900,0.029560
Main,2000,910,0.026540
Main,2000,920,0.029954
Main,2000,930,0.023579
Main,2000,940,0.029152
Main,2000,950,0.031901
Main,2000,960,0.032346
Main,2000,970,0.027130
Main,2000,980,0.046358
Main,2000,990,0.022145
EC2,2100,10,0.015082
EC2,2100,20,0.013839
EC2,2100,30,0.022710
EC2,2100,40,0.018203
EC2,2100,50,0.015007
EC2,2100,60,0.027350
EC2,2100,70,0.019973
EC2,2100,80,0.020293
EC2,2100,90,0.026510
EC2,2100,100,0.028513
EC2,2100,110,0.029785
EC2,2100,120,0.038956
EC2,2100,130,0.073605
EC2,2100,140,0.049635
EC2,2100,150,0.046876
EC2,2100,160,0.038490
EC2,2100,170,0.059920
EC2,2100,180,0.048658
EC2,2100,190,0.048251
EC2,2100,200,0.047281
EC2,2100,210,0.052606
EC2,2100,220,0.045310
EC2,2100,230,0.051585
EC2,2100,240,0.058601
EC2,2100,250,0.055878
EC2,2100,260,0.077781
EC2,2100,270,0.064786
EC2,2100,280,0.063736
EC2,2100,290,0.073324
EC2,2100,300,0.065141
EC2,2100,310,0.099579
EC2,2100,320,0.074576
EC2,2100,330,0.070348
EC2,2100,340,0.072573
EC2,2100,350,0.099536
EC2,2100,360,0.087778
EC2,2100,370,0.090856
EC2,2100,380,0.095374
EC2,2100,390,0.091119
EC2,2100,400,0.106501
EC2,2100,410,0.123554
EC2,2100,420,0.126954
EC2,2100,430,0.111376
EC2,2100,440,0.128523
EC2,2100,450,0.102737
EC2,2100,460,0.142900
EC2,2100,470,0.121278
EC2,2100,480,0.139741
EC2,2100,490,0.145869
EC2,2100,500,0.152004
EC2,2100,510,0.147451
EC2,2100,520,0.138603
EC2,2100,530,0.150923
EC2,2100,540,0.140124
EC2,2100,550,0.129393
EC2,2100,560,0.149857
EC2,2100,570,0.148950
EC2,2100,580,0.173245
EC2,2100,590,0.160539
EC2,2100,600,0.220153
EC2,2100,610,0.155715
EC2,2100,620,0.261524
EC2,2100,630,0.191135
EC2,2100,640,0.165879
EC2,2100,650,0.163222
EC2,2100,660,0.200676
EC2,2100,670,0.166342
EC2,2100,680,0.177573
EC2,2100,690,0.158433
EC2,2100,700,0.183120
EC2,2100,710,0.213106
EC2,2100,720,0.191243
EC2,2100,730,0.213939
EC2,2100,740,0.219829
EC2,2100,750,0.212165
EC2,2100,760,0.176111
EC2,2100,770,0.223442
EC2,2100,780,0.215024
EC2,2100,790,0.191278
EC2,2100,800,0.248572
EC2,2100,810,0.296479
EC2,2100,820,0.215046
EC2,2100,830,0.206402
EC2,2100,840,0.261269
EC2,2100,850,0.221038
EC2,2100,860,0.235035
EC2,2100,870,0.245468
EC2,2100,880,0.220934
EC2,2100,890,0.234966
EC2,2100,900,0.247062
EC2,2100,910,0.254479
EC2,2100,920,0.226521
EC2,2100,930,0.253972
EC2,2100,940,0.298445
EC2,2100,950,0.253771
EC2,2100,960,0.260533
EC2,2100,970,0.258276
EC2,2100,980,0.269061
EC2,2100,990,0.286401
Main,2100,10,0.026626
Main,2100,20,0.022060
Main,2100,30,0.031267
Main,2100,40,0.029562
Main,2100,50,0.024523
Main,2100,60,0.021767
Main,2100,70,0.029525
Main,2100,80,0.031745
Main,2100,90,0.029839
Main,2100,100,0.065382
Main,2100,110,0.037472
Main,2100,120,0.031129
Main,2100,130,0.028713
Main,2100,140,0.027718
Main,2100,150,0.028987
Main,2100,160,0.028515
Main,2100,170,0.031716
Main,2100,180,0.038986
Main,2100,190,0.020643
Main,2100,200,0.025527
Main,2100,210,0.022440
Main,2100,220,0.037600
Main,2100,230,0.044880
Main,2100,240,0.034118
Main,2100,250,0.029487
Main,2100,260,0.068718
Main,2100,270,0.031600
Main,2100,280,0.057945
Main,2100,290,0.029189
Main,2100,300,0.022608
Main,2100,310,0.033198
Main,2100,320,0.031702
Main,2100,330,0.033139
Main,2100,340,0.043851
Main,2100,350,0.057135
Main,2100,360,0.032021
Main,2100,370,0.048771
Main,2100,380,0.028618
Main,2100,390,0.029525
Main,2100,400,0.076695
Main,2100,410,0.036656
Main,2100,420,0.032688
Main,2100,430,0.033688
Main,2100,440,0.023114
Main,2100,450,0.027919
Main,2100,460,0.039037
Main,2100,470,0.031013
Main,2100,480,0.025651
Main,2100,490,0.021253
Main,2100,500,0.043788
Main,2100,510,0.025843
Main,2100,520,0.042770
Main,2100,530,0.050808
Main,2100,540,0.031233
Main,2100,550,0.023726
Main,2100,560,0.030914
Main,2100,570,0.034637
Main,2100,580,0.059753
Main,2100,590,0.030251
Main,2100,600,0.066000
Main,2100,610,0.027043
Main,2100,620,0.041197
Main,2100,630,0.032443
Main,2100,640,0.029572
Main,2100,650,0.029660
Main,2100,660,0.033013
Main,2100,670,0.038352
Main,2100,680,0.035774
Main,2100,690,0.035631
Main,2100,700,0.066204
Main,2100,710,0.036016
Main,2100,720,0.029948
Main,2100,730,0.064108
Main,2100,740,0.067873
Main,2100,750,0.025602
Main,2100,760,0.030123
Main,2100,770,0.031214
Main,2100,780,0.033763
Main,2100,790,0.025433
Main,2100,800,0.027014
Main,2100,810,0.031197
Main,2100,820,0.030990
Main,2100,830,0.043379
Main,2100,840,0.042051
Main,2100,850,0.073656
Main,2100,860,0.027017
Main,2100,870,0.031686
Main,2100,880,0.042093
Main,2100,890,0.048858
