Function,Total Number,N,Execution Time
Main,17800,910,0.347556,
Main,17800,920,0.379525,
Main,17800,930,0.471165,
Main,17800,940,0.402532,
Main,17800,950,0.429198,
Main,17800,960,0.392015,
Main,17800,970,0.388570,
Main,17800,980,0.442832,
Main,17800,990,0.425912,
EC2,17900,10,0.151447,
EC2,17900,20,0.112888,
EC2,17900,30,0.079236,
EC2,17900,40,0.111039,
EC2,17900,50,0.097598,
EC2,17900,60,0.094289,
EC2,17900,70,0.122044,
EC2,17900,80,0.149592,
EC2,17900,90,0.177572,
EC2,17900,100,0.158041,
EC2,17900,110,0.173414,
EC2,17900,120,0.162698,
EC2,17900,130,0.169007,
EC2,17900,140,0.201582,
EC2,17900,150,0.230974,
EC2,17900,160,0.265695,
EC2,17900,170,0.327350,
EC2,17900,180,0.338209,
EC2,17900,190,0.310130,
EC2,17900,200,0.328460,
EC2,17900,210,0.356541,
EC2,17900,220,0.373437,
EC2,17900,230,0.386397,
EC2,17900,240,0.460765,
EC2,17900,250,0.455921,
EC2,17900,260,0.587819,
EC2,17900,270,0.559740,
EC2,17900,280,0.553551,
EC2,17900,290,0.557884,
EC2,17900,300,0.589528,
EC2,17900,310,0.623000,
EC2,17900,320,0.654337,
EC2,17900,330,0.712414,
EC2,17900,340,0.736918,
EC2,17900,350,0.767977,
EC2,17900,360,0.800811,
EC2,17900,370,0.929191,
EC2,17900,380,0.933272,
EC2,17900,390,0.995850,
EC2,17900,400,1.017487,
EC2,17900,410,1.029356,
EC2,17900,420,1.078735,
EC2,17900,430,1.127531,
EC2,17900,440,1.187638,
EC2,17900,450,1.228528,
EC2,17900,460,1.300567,
EC2,17900,470,1.310877,
EC2,17900,480,1.339167,
EC2,17900,490,1.390445,
EC2,17900,500,1.420036,
EC2,17900,510,1.550115,
EC2,17900,520,1.527736,
EC2,17900,530,1.556708,
EC2,17900,540,1.679939,
EC2,17900,550,1.641152,
EC2,17900,560,1.689590,
EC2,17900,570,1.834245,
EC2,17900,580,1.795053,
EC2,17900,590,1.836723,
EC2,17900,600,1.881933,
EC2,17900,610,1.943992,
EC2,17900,620,2.047969,
EC2,17900,630,2.099660,
EC2,17900,640,2.167925,
EC2,17900,650,2.172455,
EC2,17900,660,2.216671,
EC2,17900,670,2.316449,
EC2,17900,680,2.381429,
EC2,17900,690,2.517807,
EC2,17900,700,2.495426,
EC2,17900,710,2.540369,
EC2,17900,720,2.611031,
EC2,17900,730,2.650074,
EC2,17900,740,2.715319,
EC2,17900,750,2.750003,
EC2,17900,760,2.806752,
EC2,17900,770,2.893180,
EC2,17900,780,2.935828,
EC2,17900,790,3.001316,
EC2,17900,800,3.224746,
EC2,17900,810,3.205819,
EC2,17900,820,3.212003,
EC2,17900,830,3.287093,
EC2,17900,840,3.341951,
EC2,17900,850,3.436424,
EC2,17900,860,3.514049,
EC2,17900,870,3.526034,
EC2,17900,880,3.602647,
EC2,17900,890,3.864015,
EC2,17900,900,3.773546,
EC2,17900,910,3.833270,
EC2,17900,920,3.865311,
EC2,17900,930,3.968248,
EC2,17900,940,4.032659,
EC2,17900,950,4.071009,
EC2,17900,960,4.271980,
EC2,17900,970,4.246228,
EC2,17900,980,4.305757,
EC2,17900,990,4.399095,
Main,17900,10,0.326043,
Main,17900,20,0.379197,
Main,17900,30,0.392104,
Main,17900,40,0.402272,
Main,17900,50,0.351629,
Main,17900,60,0.354869,
Main,17900,70,0.397611,
Main,17900,80,0.352502,
Main,17900,90,0.340486,
Main,17900,100,0.373432,
Main,17900,110,0.356808,
Main,17900,120,0.341299,
Main,17900,130,0.353252,
Main,17900,140,0.361703,
Main,17900,150,0.348339,
Main,17900,160,0.352375,
Main,17900,170,0.384491,
Main,17900,180,0.413780,
Main,17900,190,0.338956,
Main,17900,200,0.369381,
Main,17900,210,0.385112,
Main,17900,220,0.349561,
Main,17900,230,0.394841,
Main,17900,240,0.364280,
Main,17900,250,0.358139,
Main,17900,260,0.395989,
Main,17900,270,0.382294,
Main,17900,280,0.376720,
Main,17900,290,0.368581,
Main,17900,300,0.352902,
Main,17900,310,0.358594,
Main,17900,320,0.408520,
Main,17900,330,0.367996,
Main,17900,340,0.387986,
Main,17900,350,0.396181,
Main,17900,360,0.360536,
Main,17900,370,0.426327,
Main,17900,380,0.398420,
Main,17900,390,0.378576,
Main,17900,400,0.392779,
Main,17900,410,0.412545,
Main,17900,420,0.393517,
Main,17900,430,0.392619,
Main,17900,440,0.359799,
Main,17900,450,0.368043,
Main,17900,460,0.463950,
Main,17900,470,0.425357,
Main,17900,480,0.374992,
Main,17900,490,0.355029,
Main,17900,500,0.410685,
Main,17900,510,0.377977,
Main,17900,520,0.404411,
Main,17900,530,0.388710,
Main,17900,540,0.396671,
Main,17900,550,0.439628,
Main,17900,560,0.400299,
Main,17900,570,0.434681,
Main,17900,580,0.362592,
Main,17900,590,0.414816,
Main,17900,600,0.385776,
Main,17900,610,0.401873,
Main,17900,620,0.347388,
Main,17900,630,0.447574,
Main,17900,640,0.408371,
Main,17900,650,0.355366,
Main,17900,660,0.403032,
Main,17900,670,0.397365,
Main,17900,680,0.358248,
Main,17900,690,0.387064,
Main,17900,700,0.425190,
Main,17900,710,0.398914,
Main,17900,720,0.365437,
Main,17900,730,0.378866,
Main,17900,740,0.369613,
Main,17900,750,0.363179,
Main,17900,760,0.426996,
Main,17900,770,0.383287,
Main,17900,780,0.371031,
Main,17900,790,0.371775,
Main,17900,800,0.365011,
Main,17900,810,0.385208,
Main,17900,820,0.439403,
Main,17900,830,0.410102,
Main,17900,840,0.443821,
Main,17900,850,0.404049,
Main,17900,860,0.406172,
Main,17900,870,0.383816,
Main,17900,880,0.409846,
Main,17900,890,0.390308,
Main,17900,900,0.380407,
Main,17900,910,0.411851,
Main,17900,920,0.359858,
Main,17900,930,0.375373,
Main,17900,940,0.401158,
Main,17900,950,0.346188,
Main,17900,960,0.379452,
Main,17900,970,0.416498,
Main,17900,980,0.389845,
Main,17900,990,0.380428,
EC2,18000,10,0.109441,
EC2,18000,20,0.090909,
EC2,18000,30,0.092454,
EC2,18000,40,0.096170,
EC2,18000,50,0.116527,
EC2,18000,60,0.123927,
EC2,18000,70,0.150373,
EC2,18000,80,0.151204,
EC2,18000,90,0.138530,
EC2,18000,100,0.142719,
EC2,18000,110,0.152281,
EC2,18000,120,0.165017,
EC2,18000,130,0.185618,
EC2,18000,140,0.205947,
EC2,18000,150,0.252637,
EC2,18000,160,0.255052,
EC2,18000,170,0.257775,
EC2,18000,180,0.338762,
EC2,18000,190,0.309145,
EC2,18000,200,0.373956,
EC2,18000,210,0.358014,
EC2,18000,220,0.401301,
EC2,18000,230,0.396334,
EC2,18000,240,0.418499,
EC2,18000,250,0.447398,
EC2,18000,260,0.476059,
EC2,18000,270,0.500867,
EC2,18000,280,0.599245,
EC2,18000,290,0.621493,
EC2,18000,300,0.698852,
EC2,18000,310,0.746793,
EC2,18000,320,0.730516,
EC2,18000,330,0.773448,
EC2,18000,340,0.780715,
EC2,18000,350,0.838728,
EC2,18000,360,0.860495,
EC2,18000,370,0.923819,
EC2,18000,380,0.945365,
EC2,18000,390,1.005965,
EC2,18000,400,0.987214,
EC2,18000,410,1.013183,
EC2,18000,420,1.036897,
EC2,18000,430,1.087760,
EC2,18000,440,1.126190,
EC2,18000,450,1.176717,
EC2,18000,460,1.238185,
EC2,18000,470,1.281344,
EC2,18000,480,1.373821,
EC2,18000,490,1.409413,
EC2,18000,500,1.577151,
EC2,18000,510,1.462216,
EC2,18000,520,1.542926,
EC2,18000,530,1.578061,
EC2,18000,540,1.627979,
EC2,18000,550,1.702751,
EC2,18000,560,1.719715,
EC2,18000,570,1.791879,
EC2,18000,580,1.806694,
EC2,18000,590,1.866291,
EC2,18000,600,1.976239,
EC2,18000,610,2.008041,
EC2,18000,620,2.049882,
EC2,18000,630,2.099988,
EC2,18000,640,2.165429,
EC2,18000,650,2.188469,
EC2,18000,660,2.369424,
EC2,18000,670,2.304589,
EC2,18000,680,2.388609,
EC2,18000,690,2.436210,
EC2,18000,700,2.507022,
EC2,18000,710,2.530101,
EC2,18000,720,2.581519,
EC2,18000,730,2.631953,
EC2,18000,740,2.689759,
EC2,18000,750,2.811978,
EC2,18000,760,2.902528,
EC2,18000,770,2.942054,
EC2,18000,780,2.981673,
EC2,18000,790,3.038520,
EC2,18000,800,3.109901,
EC2,18000,810,3.131775,
EC2,18000,820,3.251903,
EC2,18000,830,3.314886,
EC2,18000,840,3.333486,
EC2,18000,850,3.406219,
EC2,18000,860,3.499030,
EC2,18000,870,3.632837,
EC2,18000,880,3.644760,
EC2,18000,890,3.689705,
EC2,18000,900,3.750773,
EC2,18000,910,3.830302,
EC2,18000,920,3.885194,
EC2,18000,930,3.999599,
EC2,18000,940,4.030538,
EC2,18000,950,4.253351,
EC2,18000,960,4.191881,
EC2,18000,970,4.268511,
EC2,18000,980,4.323260,
EC2,18000,990,4.411455,
Main,18000,10,0.372603,
Main,18000,20,0.414046,
Main,18000,30,0.363824,
Main,18000,40,0.390995,
Main,18000,50,0.355712,
Main,18000,60,0.393612,
Main,18000,70,0.375900,
Main,18000,80,0.372707,
Main,18000,90,0.367316,
Main,18000,100,0.356970,
Main,18000,110,0.364209,
Main,18000,120,0.404956,
Main,18000,130,0.353499,
Main,18000,140,0.371891,
Main,18000,150,0.424213,
Main,18000,160,0.413890,
Main,18000,170,0.420363,
Main,18000,180,0.450719,
Main,18000,190,0.378033,
Main,18000,200,0.446226,
Main,18000,210,0.410758,
Main,18000,220,0.394377,
Main,18000,230,0.436357,
Main,18000,240,0.382244,
Main,18000,250,0.434194,
Main,18000,260,0.420591,
Main,18000,270,0.406420,
Main,18000,280,0.371715,
Main,18000,290,0.399691,
Main,18000,300,0.431960,
Main,18000,310,0.339038,
Main,18000,320,0.428997,
Main,18000,330,0.424745,
Main,18000,340,0.399973,
Main,18000,350,0.369143,
Main,18000,360,0.414151,
Main,18000,370,0.395546,
Main,18000,380,0.358257,
Main,18000,390,0.404996,
Main,18000,400,0.384558,
Main,18000,410,0.345165,
Main,18000,420,0.434387,
Main,18000,430,0.409578,
Main,18000,440,0.365501,
Main,18000,450,0.447472,
Main,18000,460,0.347766,
Main,18000,470,0.387696,
Main,18000,480,0.393023,
Main,18000,490,0.367390,
Main,18000,500,0.416716,
Main,18000,510,0.464366,
Main,18000,520,0.392985,
Main,18000,530,0.377692,
Main,18000,540,0.394661,
Main,18000,550,0.394948,
Main,18000,560,0.404233,
Main,18000,570,0.374604,
Main,18000,580,0.446767,
Main,18000,590,0.345555,
Main,18000,600,0.440572,
Main,18000,610,0.423154,
Main,18000,620,0.358939,
Main,18000,630,0.366353,
Main,18000,640,0.392502,
Main,18000,650,0.443755,
Main,18000,660,0.396408,
Main,18000,670,0.391175,
Main,18000,680,0.403192,
Main,18000,690,0.364761,
Main,18000,700,0.434655,
Main,18000,710,0.419216,
Main,18000,720,0.398230,
Main,18000,730,0.439190,
Main,18000,740,0.368440,
Main,18000,750,0.464617,
Main,18000,760,0.401340,
Main,18000,770,0.364990,
Main,18000,780,0.367945,
Main,18000,790,0.371335,
Main,18000,800,0.373269,
Main,18000,810,0.374879,
Main,18000,820,0.395401,
Main,18000,830,0.400771,
Main,18000,840,0.381716,
Main,18000,850,0.400524,
Main,18000,860,0.420204,
Main,18000,870,0.429284,
Main,18000,880,0.450152,
Main,18000,890,0.376691,
Main,18000,900,0.388684,
Main,18000,910,0.393510,
Main,18000,920,0.366958,
Main,18000,930,0.433297,
Main,18000,940,0.424313,
Main,18000,950,0.409982,
Main,18000,960,0.374465,
Main,18000,970,0.376642,
Main,18000,980,0.419530,
Main,18000,990,0.370485,
EC2,18100,10,0.099777,
EC2,18100,20,0.062820,
EC2,18100,30,0.072522,
EC2,18100,40,0.109471,
EC2,18100,50,0.107354,
EC2,18100,60,0.119944,
EC2,18100,70,0.122166,
EC2,18100,80,0.122947,
EC2,18100,90,0.121284,
EC2,18100,100,0.151698,
EC2,18100,110,0.168374,
EC2,18100,120,0.163454,
EC2,18100,130,0.179403,
EC2,18100,140,0.224586,
EC2,18100,150,0.224121,
EC2,18100,160,0.241945,
EC2,18100,170,0.270747,
EC2,18100,180,0.278307,
EC2,18100,190,0.297632,
EC2,18100,200,0.315045,
EC2,18100,210,0.345071,
EC2,18100,220,0.373607,
EC2,18100,230,0.468275,
EC2,18100,240,0.492551,
EC2,18100,250,0.522657,
EC2,18100,260,0.532556,
EC2,18100,270,0.515656,
EC2,18100,280,0.601701,
EC2,18100,290,0.647276,
EC2,18100,300,0.674871,
EC2,18100,310,0.700220,
EC2,18100,320,0.729695,
EC2,18100,330,0.734013,
EC2,18100,340,0.731232,
EC2,18100,350,0.778731,
EC2,18100,360,0.808941,
EC2,18100,370,0.849383,
EC2,18100,380,0.879127,
EC2,18100,390,0.917512,
EC2,18100,400,0.958024,
EC2,18100,410,1.001078,
EC2,18100,420,1.046618,
EC2,18100,430,1.243049,
EC2,18100,440,1.151171,
EC2,18100,450,1.201183,
EC2,18100,460,1.287589,
EC2,18100,470,1.291743,
EC2,18100,480,1.311408,
EC2,18100,490,1.362143,
EC2,18100,500,1.414649,
EC2,18100,510,1.485456,
EC2,18100,520,1.558467,
EC2,18100,530,1.589494,
EC2,18100,540,1.602452,
EC2,18100,550,1.641767,
EC2,18100,560,1.689695,
EC2,18100,570,1.846433,
EC2,18100,580,1.851187,
EC2,18100,590,1.879072,
EC2,18100,600,1.930583,
EC2,18100,610,2.002463,
EC2,18100,620,2.240204,
EC2,18100,630,2.112619,
EC2,18100,640,2.145271,
EC2,18100,650,2.205594,
EC2,18100,660,2.258782,
EC2,18100,670,2.330171,
EC2,18100,680,2.407006,
EC2,18100,690,2.497078,
EC2,18100,700,2.515440,
EC2,18100,710,2.582181,
EC2,18100,720,2.633880,
EC2,18100,730,2.662723,
EC2,18100,740,2.809477,
EC2,18100,750,2.796560,
EC2,18100,760,2.857912,
EC2,18100,770,2.926536,
EC2,18100,780,3.026453,
EC2,18100,790,3.095579,
EC2,18100,800,3.155181,
EC2,18100,810,3.183113,
EC2,18100,820,3.252791,
EC2,18100,830,3.343202,
EC2,18100,840,3.505196,
EC2,18100,850,3.474148,
EC2,18100,860,3.505476,
EC2,18100,870,3.621547,
EC2,18100,880,3.662062,
EC2,18100,890,3.727167,
EC2,18100,900,3.781167,
EC2,18100,910,3.845485,
EC2,18100,920,4.096005,
EC2,18100,930,4.025254,
EC2,18100,940,4.075698,
EC2,18100,950,4.132712,
EC2,18100,960,4.218939,
EC2,18100,970,4.277819,
EC2,18100,980,4.363705,
EC2,18100,990,4.503759,
Main,18100,10,0.376712,
Main,18100,20,0.399048,
Main,18100,30,0.356039,
Main,18100,40,0.374887,
Main,18100,50,0.360343,
Main,18100,60,0.363892,
Main,18100,70,0.357900,
Main,18100,80,0.361522,
Main,18100,90,0.375844,
Main,18100,100,0.385422,
Main,18100,110,0.438410,
Main,18100,120,0.430524,
Main,18100,130,0.341040,
Main,18100,140,0.436024,
Main,18100,150,0.375586,
Main,18100,160,0.338652,
Main,18100,170,0.359411,
Main,18100,180,0.361656,
Main,18100,190,0.359676,
Main,18100,200,0.359970,
Main,18100,210,0.430874,
Main,18100,220,0.370893,
Main,18100,230,0.433660,
Main,18100,240,0.362140,
Main,18100,250,0.408382,
Main,18100,260,0.350991,
Main,18100,270,0.355937,
Main,18100,280,0.407937,
Main,18100,290,0.379957,
Main,18100,300,0.355808,
Main,18100,310,0.359554,
Main,18100,320,0.383551,
Main,18100,330,0.401738,
Main,18100,340,0.409622,
Main,18100,350,0.388776,
Main,18100,360,0.388496,
Main,18100,370,0.397175,
Main,18100,380,0.420031,
Main,18100,390,0.406058,
Main,18100,400,0.403070,
Main,18100,410,0.363457,
Main,18100,420,0.421653,
Main,18100,430,0.378180,
Main,18100,440,0.374598,
Main,18100,450,0.386588,
Main,18100,460,0.405804,
Main,18100,470,0.427428,
Main,18100,480,0.362171,
Main,18100,490,0.395956,
Main,18100,500,0.405302,
Main,18100,510,0.408526,
Main,18100,520,0.411188,
Main,18100,530,0.453626,
Main,18100,540,0.412026,
Main,18100,550,0.372540,
Main,18100,560,0.370701,
Main,18100,570,0.350875,
Main,18100,580,0.362247,
Main,18100,590,0.353429,
Main,18100,600,0.392277,
Main,18100,610,0.403285,
Main,18100,620,0.408626,
Main,18100,630,0.417373,
Main,18100,640,0.406359,
Main,18100,650,0.362428,
Main,18100,660,0.436475,
Main,18100,670,0.357747,
Main,18100,680,0.357884,
Main,18100,690,0.391597,
Main,18100,700,0.412694,
Main,18100,710,0.397506,
Main,18100,720,0.424859,
Main,18100,730,0.381244,
Main,18100,740,0.406072,
Main,18100,750,0.426323,
Main,18100,760,0.395453,
Main,18100,770,0.349405,
Main,18100,780,0.375489,
Main,18100,790,0.390465,
Main,18100,800,0.382169,
Main,18100,810,0.387621,
Main,18100,820,0.379037,
Main,18100,830,0.365326,
Main,18100,840,0.400452,
Main,18100,850,0.380873,
Main,18100,860,0.349003,
Main,18100,870,0.427708,
Main,18100,880,0.458823,
Main,18100,890,0.453976,
Main,18100,900,0.444698,
Main,18100,910,0.459907,
Main,18100,920,0.445476,
Main,18100,930,0.416971,
Main,18100,940,0.459321,
Main,18100,950,0.355849,
Main,18100,960,0.415200,
Main,18100,970,0.372874,
Main,18100,980,0.364424,
Main,18100,990,0.374815,
EC2,18200,10,0.084741,
EC2,18200,20,0.068759,
EC2,18200,30,0.066544,
EC2,18200,40,0.070576,
EC2,18200,50,0.069694,
EC2,18200,60,0.095110,
EC2,18200,70,0.107198,
EC2,18200,80,0.114104,
EC2,18200,90,0.112271,
EC2,18200,100,0.125620,
EC2,18200,110,0.143826,
EC2,18200,120,0.155821,
EC2,18200,130,0.172116,
EC2,18200,140,0.204121,
EC2,18200,150,0.227948,
EC2,18200,160,0.253644,
EC2,18200,170,0.268893,
EC2,18200,180,0.279569,
EC2,18200,190,0.300463,
EC2,18200,200,0.324903,
EC2,18200,210,0.372258,
EC2,18200,220,0.385649,
EC2,18200,230,0.436802,
EC2,18200,240,0.450454,
EC2,18200,250,0.561215,
EC2,18200,260,0.525053,
EC2,18200,270,0.572121,
EC2,18200,280,0.574435,
EC2,18200,290,0.613713,
EC2,18200,300,0.647493,
EC2,18200,310,0.647039,
EC2,18200,320,0.792224,
EC2,18200,330,0.853606,
EC2,18200,340,0.798842,
EC2,18200,350,0.850483,
EC2,18200,360,0.878291,
EC2,18200,370,0.915570,
EC2,18200,380,0.922481,
EC2,18200,390,0.998796,
EC2,18200,400,0.997338,
EC2,18200,410,1.014999,
EC2,18200,420,1.094220,
EC2,18200,430,1.150403,
EC2,18200,440,1.189918,
EC2,18200,450,1.225516,
EC2,18200,460,1.232677,
EC2,18200,470,1.312083,
EC2,18200,480,1.344745,
EC2,18200,490,1.435558,
EC2,18200,500,1.440072,
EC2,18200,510,1.511591,
EC2,18200,520,1.586656,
EC2,18200,530,1.598311,
EC2,18200,540,1.661651,
EC2,18200,550,1.727873,
EC2,18200,560,1.746112,
EC2,18200,570,1.879797,
EC2,18200,580,1.874615,
EC2,18200,590,1.921305,
EC2,18200,600,1.946748,
EC2,18200,610,2.018353,
EC2,18200,620,2.110194,
EC2,18200,630,2.144471,
EC2,18200,640,2.161336,
EC2,18200,650,2.249476,
EC2,18200,660,2.256909,
EC2,18200,670,2.405662,
EC2,18200,680,2.443749,
EC2,18200,690,2.484662,
EC2,18200,700,2.684660,
EC2,18200,710,2.633875,
EC2,18200,720,2.702506,
EC2,18200,730,2.729784,
EC2,18200,740,2.789107,
EC2,18200,750,2.854533,
EC2,18200,760,2.889022,
EC2,18200,770,2.937642,
EC2,18200,780,3.086177,
EC2,18200,790,3.137681,
EC2,18200,800,3.170290,
EC2,18200,810,3.237245,
EC2,18200,820,3.288189,
EC2,18200,830,3.329349,
EC2,18200,840,3.422517,
EC2,18200,850,3.488861,
EC2,18200,860,3.579266,
EC2,18200,870,3.596243,
EC2,18200,880,3.671158,
EC2,18200,890,3.848459,
EC2,18200,900,3.844965,
EC2,18200,910,3.870713,
EC2,18200,920,3.950101,
EC2,18200,930,4.023144,
EC2,18200,940,4.128223,
EC2,18200,950,4.187630,
EC2,18200,960,4.249729,
EC2,18200,970,4.400427,
EC2,18200,980,4.404793,
EC2,18200,990,4.468217,
Main,18200,10,0.376729,
Main,18200,20,0.372309,
Main,18200,30,0.403713,
Main,18200,40,0.374988,
Main,18200,50,0.390789,
Main,18200,60,0.403654,
Main,18200,70,0.397891,
Main,18200,80,0.418698,
Main,18200,90,0.401610,
Main,18200,100,0.394054,
Main,18200,110,0.410323,
Main,18200,120,0.408657,
Main,18200,130,0.421748,
Main,18200,140,0.432966,
Main,18200,150,0.453023,
Main,18200,160,0.422724,
Main,18200,170,0.383966,
Main,18200,180,0.395538,
Main,18200,190,0.404135,
Main,18200,200,0.372480,
Main,18200,210,0.356976,
Main,18200,220,0.446142,
Main,18200,230,0.428251,
Main,18200,240,0.391807,
Main,18200,250,0.408340,
Main,18200,260,0.370682,
Main,18200,270,0.360357,
Main,18200,280,0.371147,
Main,18200,290,0.356921,
Main,18200,300,0.352915,
Main,18200,310,0.440631,
Main,18200,320,0.432378,
Main,18200,330,0.371370,
Main,18200,340,0.462690,
Main,18200,350,0.438305,
Main,18200,360,0.407857,
Main,18200,370,0.411847,
Main,18200,380,0.404259,
Main,18200,390,0.397998,
Main,18200,400,0.462668,
Main,18200,410,0.361483,
Main,18200,420,0.383698,
Main,18200,430,0.383404,
Main,18200,440,0.433998,
Main,18200,450,0.384394,
Main,18200,460,0.372731,
Main,18200,470,0.373388,
Main,18200,480,0.403859,
Main,18200,490,0.358607,
Main,18200,500,0.384688,
Main,18200,510,0.412950,
Main,18200,520,0.414865,
Main,18200,530,0.464483,
Main,18200,540,0.399065,
Main,18200,550,0.420129,
Main,18200,560,0.410681,
Main,18200,570,0.378706,
Main,18200,580,0.418738,
Main,18200,590,0.435919,
Main,18200,600,0.380301,
Main,18200,610,0.388840,
Main,18200,620,0.371479,
Main,18200,630,0.391882,
Main,18200,640,0.377487,
Main,18200,650,0.412260,
Main,18200,660,0.397893,
Main,18200,670,0.434770,
Main,18200,680,0.447876,
Main,18200,690,0.445528,
Main,18200,700,0.428323,
Main,18200,710,0.411679,
Main,18200,720,0.376741,
Main,18200,730,0.422262,
Main,18200,740,0.406225,
Main,18200,750,0.420204,
Main,18200,760,0.409542,
Main,18200,770,0.373209,
Main,18200,780,0.406452,
Main,18200,790,0.445238,
Main,18200,800,0.408207,
Main,18200,810,0.432568,
Main,18200,820,0.431856,
Main,18200,830,0.383811,
Main,18200,840,0.433057,
Main,18200,850,0.422211,
Main,18200,860,0.465262,
Main,18200,870,0.450139,
Main,18200,880,0.484816,
Main,18200,890,0.420226,
Main,18200,900,0.425173,
Main,18200,910,0.427522,
Main,18200,920,0.399568,
Main,18200,930,0.382168,
Main,18200,940,0.366460,
Main,18200,950,0.434918,
Main,18200,960,0.430358,
Main,18200,970,0.379281,
Main,18200,980,0.396422,
Main,18200,990,0.378484,
EC2,18300,10,0.092247,
EC2,18300,20,0.071245,
EC2,18300,30,0.067071,
EC2,18300,40,0.061334,
EC2,18300,50,0.075528,
EC2,18300,60,0.080521,
EC2,18300,70,0.094654,
EC2,18300,80,0.100599,
EC2,18300,90,0.113228,
EC2,18300,100,0.126708,
EC2,18300,110,0.141253,
EC2,18300,120,0.156978,
EC2,18300,130,0.175383,
EC2,18300,140,0.191890,
EC2,18300,150,0.210719,
EC2,18300,160,0.238382,
EC2,18300,170,0.253809,
EC2,18300,180,0.280015,
EC2,18300,190,0.311844,
EC2,18300,200,0.413820,
EC2,18300,210,0.380871,
EC2,18300,220,0.383672,
EC2,18300,230,0.413311,
EC2,18300,240,0.446559,
EC2,18300,250,0.474021,
EC2,18300,260,0.481321,
EC2,18300,270,0.515118,
EC2,18300,280,0.551851,
EC2,18300,290,0.572721,
EC2,18300,300,0.614468,
EC2,18300,310,0.637563,
EC2,18300,320,0.729975,
EC2,18300,330,0.754700,
EC2,18300,340,0.808602,
EC2,18300,350,0.806178,
EC2,18300,360,0.845478,
EC2,18300,370,0.865390,
EC2,18300,380,0.942911,
EC2,18300,390,1.002070,
EC2,18300,400,1.039192,
EC2,18300,410,1.056078,
EC2,18300,420,1.081004,
EC2,18300,430,1.140540,
EC2,18300,440,1.151177,
EC2,18300,450,1.225531,
EC2,18300,460,1.286035,
EC2,18300,470,1.303492,
EC2,18300,480,1.468327,
EC2,18300,490,1.404799,
EC2,18300,500,1.445673,
EC2,18300,510,1.504970,
EC2,18300,520,1.556038,
EC2,18300,530,1.648265,
EC2,18300,540,1.654234,
EC2,18300,550,1.717863,
EC2,18300,560,1.743643,
EC2,18300,570,1.870469,
EC2,18300,580,1.902143,
EC2,18300,590,1.910667,
EC2,18300,600,1.965367,
EC2,18300,610,2.045736,
EC2,18300,620,2.091567,
EC2,18300,630,2.163109,
EC2,18300,640,2.170757,
EC2,18300,650,2.329484,
EC2,18300,660,2.283013,
EC2,18300,670,2.378345,
EC2,18300,680,2.426302,
EC2,18300,690,2.487604,
EC2,18300,700,2.562174,
EC2,18300,710,2.607646,
EC2,18300,720,2.645987,
EC2,18300,730,2.733750,
EC2,18300,740,2.814930,
EC2,18300,750,2.830545,
EC2,18300,760,3.023541,
EC2,18300,770,2.971141,
EC2,18300,780,3.034890,
EC2,18300,790,3.130621,
EC2,18300,800,3.171986,
